"GeneID"	"Description"	"moduleColor"	"GS.expcrtB"	"p.GS.expcrtB"	"GS.Phytoene"	"p.GS.Phytoene"	"MM.turquoise"	"p.MM.turquoise"
"Niben261Chr12g0750007.1"	"Ras-related protein RABB1c"	"turquoise"	0.262730785206162	0.0712137586544849	0.46464166054837	0.000877778032798861	0.885381990783979	6.54049064544626e-17
"Niben261Chr03g0990009.1"	"sphinganine C4-monooxygenase 1-like"	"turquoise"	0.276988804232689	0.056659708316612	0.464836408505782	0.000872816676539985	0.88505709891845	6.95526668856533e-17
"Niben261Chr12g0370003.1"	"Clathrin light chain"	"turquoise"	0.264881150808847	0.0688463189779847	0.492749845824084	0.000373772939301614	0.884408608059254	7.85914910367691e-17
"Niben261Chr06g0771002.1"	"Cyclic nucleotide-gated ion channel 1"	"turquoise"	0.27282755758309	0.0606352902427239	0.415150633461516	0.00334502992268798	0.883956915351908	8.55358199669695e-17
"Niben261Chr19g1450010.1"	"Nicotinamide adenine dinucleotide transporter 2, mitochondrial"	"turquoise"	0.210441660504875	0.15109220136244	0.337675114494789	0.0189140566500182	0.883576169051631	9.18389202253689e-17
"Niben261Chr13g1145008.1"	"Non-specific serine/threonine protein kinase"	"turquoise"	0.204172375201997	0.163930459861524	0.3508407204476	0.0144894864252923	0.88277102459644	1.06652825777612e-16
"Niben261Chr14g1503002.1"	"Ring finger protein"	"turquoise"	0.225224727869959	0.123774702906786	0.38216424951318	0.00735112272211322	0.881582345085792	1.32737280009901e-16
"Niben261Chr13g0778007.1"	"E3 ubiquitin-protein ligase RHF2A-like"	"turquoise"	0.279780374772569	0.0541122584275075	0.479351944874417	0.000566622689437428	0.881213744153344	1.4198812759904e-16
"Niben261Chr17g0616007.1"	"Sphingosine kinase 1"	"turquoise"	0.250950365314401	0.0853495507393096	0.502086665254145	0.000276848262159554	0.878874081071283	2.16643662061833e-16
"Niben261Chr18g0288001.1"	"blue copper protein-like"	"turquoise"	0.224410065562025	0.125175564357128	0.333383051726509	0.0205833845692075	0.874363327433519	4.77615297646034e-16
"Niben261Chr02g0882008.1"	"Chr1:4794810-4796476 FORWARD LENGTH=277"	"turquoise"	0.211305711494936	0.149382591926921	0.315777822434789	0.0287874816846481	0.874169746813453	4.93760626121513e-16
"Niben261Chr10g1124005.1"	"Hydrolase"	"turquoise"	0.212786603638573	0.146485764041402	0.487021878004984	0.000447466354092401	0.873331203434888	5.69883634812757e-16
"Niben261Chr04g1879003.1"	"signal recognition particle receptor subunit alpha"	"turquoise"	0.31033672971571	0.031816001864602	0.376040066541639	0.0084370053576352	0.87236545924993	6.71363422643962e-16
"Niben261Chr17g0947012.1"	"Peroxidase"	"turquoise"	0.252230159505043	0.0837152315781577	0.451095970956155	0.0012915240289096	0.871110133279823	8.29112292565394e-16
"Niben261Chr08g1058006.1"	"persulfide dioxygenase ETHE1 homolog, mitochondrial-like"	"turquoise"	0.318911584880657	0.0271548929340254	0.526769726724753	0.000119938675523617	0.871103078338075	8.30091093895413e-16
"Niben261Chr16g0833003.1"	"Clathrin light chain"	"turquoise"	0.245342071779046	0.0928073594080757	0.485646382757662	0.000467008812397003	0.870463041186238	9.23606644323398e-16
"Niben261Chr16g0896001.1"	"PRA1 family protein"	"turquoise"	0.220134720067174	0.132723871936101	0.459279457315878	0.00102470432539167	0.869096402974699	1.15787970128852e-15
"Niben261Chr10g1096050.1"	"Inositol 3-kinase"	"turquoise"	0.241937044314369	0.0975761587226041	0.33491278109314	0.0199747160452939	0.868453446170821	1.28668598394133e-15
"Niben261Chr08g1338011.1"	"Auxin-regulated dual specificity cytosolic kinase"	"turquoise"	0.202587688447921	0.167297836918996	0.349537759911229	0.0148838452240302	0.86802253659352	1.38051012360987e-15
"Niben261Chr13g1050005.1"	"Inositol 3-kinase"	"turquoise"	0.25911676904742	0.0753374814534061	0.460658375745419	0.000984958707889094	0.866015348838845	1.90995707041254e-15
"Niben261Chr02g0692001.1"	"Chr1:25439204-25441904 FORWARD LENGTH=404"	"turquoise"	0.268164423148828	0.065352678933385	0.450184867769802	0.00132476678112379	0.864310226016631	2.50622071838098e-15
"Niben261Chr10g0871014.1"	"Receptor-like serine/threonine-protein kinase"	"turquoise"	0.20691148820582	0.158226890177927	0.414967652894011	0.0033604068003446	0.863765707449814	2.73127058733234e-15
"Niben261Chr15g0813001.1"	"Ubiquitin-associated and SH3 domain-containing protein A"	"turquoise"	0.325373722010039	0.0240313746835005	0.512343114849024	0.00019708508907757	0.861521077394699	3.87822250494274e-15
"Niben261Chr02g1510006.1"	"phytanoyl-CoA dioxygenase-like"	"turquoise"	0.230643716207445	0.114755750209316	0.425375631216491	0.00257833011106188	0.861303818046121	4.01078639339497e-15
"Niben261Chr16g0343010.1"	"Thioredoxin-like fold domain-containing protein MRL7, chloroplastic"	"turquoise"	0.220782729877354	0.131558379378169	0.366578205236896	0.0103868646352981	0.860973502593808	4.22060776470237e-15
"Niben261Chr17g0761003.1"	"Thioredoxin reductase"	"turquoise"	0.214124975666193	0.143903662313777	0.4607871481519	0.000981318389596582	0.860300061079181	4.68111803309029e-15
"Niben261Chr04g1357003.1"	"Ubiquitin-conjugating enzyme E2 28"	"turquoise"	0.212281517381422	0.147469074326367	0.316891502966294	0.0281981756947002	0.860136211988333	4.80016985596381e-15
"Niben261Chr19g1410005.1"	"Isocitrate dehydrogenase [NADP]"	"turquoise"	0.273066796761326	0.0604008290733625	0.384180544274921	0.00702119484292211	0.858518561715413	6.14052176367622e-15
"Niben261Chr11g0414003.1"	"E3 ubiquitin-protein ligase MBR2-like"	"turquoise"	0.328785354278615	0.0225076797094588	0.49601128425516	0.000336893998251592	0.856355980115258	8.49448091766773e-15
"Niben261Chr06g1367002.1"	"Calmodulin-binding receptor-like cytoplasmic kinase 3"	"turquoise"	0.288614530760575	0.0466536691336201	0.500776881329157	0.000288905472581221	0.855949463568527	9.02345115304809e-15
"Niben261Chr03g0320012.1"	"1-aminocyclopropane-1-carboxylate oxidase"	"turquoise"	0.281786693596467	0.0523391075065503	0.445019106327813	0.00152808406602251	0.855694322780844	9.37126294991566e-15
"Niben261Chr11g1025008.1"	"leucine-rich repeat receptor-like tyrosine-protein kinase PXC3"	"turquoise"	0.25078417113189	0.0855636005060902	0.439560930110139	0.00177266376622025	0.853826547870341	1.23336893501767e-14
"Niben261Chr14g0470004.1"	"Serine/threonine-protein kinase"	"turquoise"	0.273804852701275	0.0596820883863412	0.425505387835342	0.0025696935924876	0.853446477764416	1.30366501373398e-14
"Niben261Chr08g0279008.1"	"E3 ubiquitin-protein ligase RGLG2-like"	"turquoise"	0.208517499470122	0.154951061801781	0.464910167774735	0.000870944172744111	0.8518344603823	1.64634954935626e-14
"Niben261Chr06g0363016.1"	"bZIP transcription factor 17-like"	"turquoise"	0.228271466230994	0.118640363641657	0.473809917460052	0.000669741014102557	0.849293121155065	2.36540338002015e-14
"Niben261Chr08g1268004.1"	"Phospholipase D"	"turquoise"	0.208625392690943	0.154732787799895	0.250308308061636	0.0861788090617442	0.849188227155201	2.4007071124424e-14
"Niben261Chr09g1265007.1"	"Protein-serine/threonine phosphatase"	"turquoise"	0.239039217473253	0.10178187935053	0.41424730334365	0.00342154809676688	0.848594539789555	2.61013682286959e-14
"Niben261Chr16g0222001.1"	"U-box domain-containing protein 45"	"turquoise"	0.252965226680065	0.0827876765889174	0.469127374348872	0.00076968726958255	0.848453315373391	2.66244808470693e-14
"Niben261Chr15g1301006.1"	"lipase-like PAD4"	"turquoise"	0.233604099757897	0.110044688555126	0.368877196955774	0.00988056581070994	0.848123144968943	2.78865625206901e-14
"Niben261Chr13g0343005.1"	"Squamosa promoter-binding protein"	"turquoise"	0.247929481658267	0.089306178209468	0.442315158241751	0.00164521292108722	0.847309414386969	3.12438720743322e-14
"Niben261Chr16g1299001.1"	"CRT-like domain-containing protein"	"turquoise"	0.253123716112681	0.0825887438355487	0.402411666094986	0.00457604560025428	0.843859468508673	5.02277129362871e-14
"Niben261Chr12g0469014.1"	"Serine/arginine-rich splicing factor like"	"turquoise"	0.337228468768593	0.019082256845037	0.508838375501709	0.000221621735472159	0.843479510737062	5.28867542362855e-14
"Niben261Chr17g0660014.1"	"Heat stress transcription factor a-4a"	"turquoise"	0.226843924938941	0.121025564565842	0.427464762287722	0.00244235193412841	0.842367222904802	6.14598623137845e-14
"Niben261Chr17g0890004.1"	"Sugar transport protein 13"	"turquoise"	0.338575918844907	0.0185786378784496	0.485388885491082	0.00047075159870079	0.841843557292972	6.59379042066195e-14
"Niben261Chr15g0345002.1"	"Cf-2.2"	"turquoise"	0.266096801002642	0.0675358784440427	0.481798866353435	0.000525826672072504	0.841740435762892	6.68554544270085e-14
"Niben261Chr08g0846001.1"	"Inactive receptor-like serine/threonine-protein kinase"	"turquoise"	0.36630343612487	0.0104488434822613	0.496970731711304	0.000326689727094126	0.841443573990228	6.95649524017259e-14
"Niben261Chr12g0629003.1"	"Receptor-like serine/threonine-protein kinase"	"turquoise"	0.201558087372406	0.169512445979971	0.338086910830465	0.0187600924570113	0.841193710625793	7.19258951873764e-14
"Niben261Chr12g0827008.1"	"UDP-glucose 4-epimerase"	"turquoise"	0.268036831334619	0.0654857530961195	0.472329429919101	0.000700001174389296	0.840811963298872	7.5680282130275e-14
"Niben261Chr15g0795021.1"	"chitinase domain-containing protein 1"	"turquoise"	0.299078158439384	0.0389246132753902	0.458868111733348	0.00103683552359692	0.840685392270146	7.69655791747606e-14
"Niben261Chr02g1333007.1"	"Chaperone protein DnaJ"	"turquoise"	0.269773075842478	0.0636933314280273	0.475556159683705	0.000635563466685845	0.838929586070702	9.7074314649636e-14
"Niben261Chr03g1394014.1"	"tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase"	"turquoise"	0.237724203071778	0.103735828599163	0.495922745372236	0.00033785003479099	0.838908210612488	9.73473583111881e-14
"Niben261Chr15g1081008.1"	"aspartyl protease family protein 1-like"	"turquoise"	0.329302447775721	0.022283980514518	0.470954553235146	0.000729196557983979	0.83809085647955	1.0835175397636e-13
"Niben261Chr09g1112015.1"	"Eukaryotic translation initiation factor 4C"	"turquoise"	0.282075101420754	0.0520881241581485	0.535899947498714	8.65655850716752e-05	0.836686652532138	1.30060635841512e-13
"Niben261Chr15g1347006.1"	"reticuline oxidase-like protein"	"turquoise"	0.255044427284	0.080207572655246	0.384839971253029	0.00691611919686175	0.836050045056824	1.41206942039369e-13
"Niben261Chr18g0500003.1"	"WRKY domain-containing protein"	"turquoise"	0.300997122549947	0.0376283017694097	0.49345096167636	0.000365550584848777	0.8343376591932	1.75858116868254e-13
"Niben261Chr06g1104016.1"	"Chr3:4017881-4018597 REVERSE LENGTH=238"	"turquoise"	0.299996094080215	0.0383000200110114	0.483639948688984	0.000496896773714588	0.834052267783493	1.82364966596164e-13
"Niben261Chr12g0593011.1"	"beta-glucuronosyltransferase GlcAT14B-like"	"turquoise"	0.226156425975181	0.12218713024505	0.45144126907904	0.00127912117927187	0.833571754605858	1.93839080391168e-13
"Niben261Chr09g0647005.1"	"Glutathione S-transferase"	"turquoise"	0.238058601863359	0.10323624211703	0.484070467270495	0.000490342256675381	0.832794525004849	2.13859081754427e-13
"Niben261Chr01g1494006.1"	"Syntaxin"	"turquoise"	0.283844138617621	0.0505698568209377	0.348017451874483	0.0153555099091197	0.832240104673314	2.29321196376187e-13
"Niben261Chr05g0636008.1"	"glycerol-3-phosphate acyltransferase 5-like"	"turquoise"	0.39570137647828	0.00537167741155869	0.557403326875278	3.86561113451699e-05	0.831929500607686	2.38440717575102e-13
"Niben261Chr08g0495001.1"	"Protein cofactor assembly of complex c subunit b ccb2, chloroplastic"	"turquoise"	0.252273101223143	0.0836608221628224	0.482800268954377	0.000509908287254564	0.830936171412216	2.69968708698776e-13
"Niben261Chr08g0179001.1"	"YGL010w"	"turquoise"	0.428028218794409	0.00240678124167109	0.507648055125906	0.000230565528934503	0.830880840361624	2.71836263692719e-13
"Niben261Chr07g1453024.1"	"SPX domain-containing protein 4"	"turquoise"	0.317261095819236	0.0280048402361333	0.366331786860028	0.0104424338092502	0.830538976542431	2.83649349756599e-13
"Niben261Chr07g1451009.1"	"Latex abundant protein 1"	"turquoise"	0.373964746166772	0.0088351740666323	0.469550265337902	0.000760140570107259	0.82950606888469	3.22368296481486e-13
"Niben261Chr07g1100004.1"	"nucleolar protein 6"	"turquoise"	0.207074947895037	0.157891177574943	0.495114706033095	0.000346689215787162	0.828778928179004	3.52574450624686e-13
"Niben261Chr02g0493019.1"	"multiprotein-bridging factor 1b"	"turquoise"	0.238426812494603	0.102688283002655	0.383199872039076	0.00718002133301287	0.828003989474966	3.87709655918043e-13
"Niben261Chr06g0769010.1"	"RING-type domain-containing protein"	"turquoise"	0.232662196817876	0.111527290988985	0.485650419430811	0.000466950352586495	0.827986394794387	3.88544651750622e-13
"Niben261Chr07g1151016.1"	"aspartyl protease family protein 1-like"	"turquoise"	0.395371575728773	0.00541371711138726	0.610967781057864	3.98802172565177e-06	0.827628219661508	4.0591771663121e-13
"Niben261Chr15g1524003.1"	"ABC transporter B family member 11-like"	"turquoise"	0.263452786414966	0.0704117842218883	0.484136014688006	0.000489351181512272	0.827614154057196	4.06614758479191e-13
"Niben261Chr08g0159001.1"	"cucumber peeling cupredoxin-like"	"turquoise"	0.219635866237659	0.133626349789137	0.351660444972396	0.0142459785320377	0.826386118724465	4.720432043753e-13
"Niben261Chr15g1340002.1"	"GlcNAc kinase"	"turquoise"	0.242789501343125	0.0963648800335915	0.449246006275979	0.00135981863021162	0.822346224026059	7.64955137979414e-13
"Niben261Chr10g1234016.1"	"Protein kinase domain-containing protein"	"turquoise"	0.245261258435558	0.0929184039162005	0.364590266464914	0.0108424984051173	0.822010780535939	7.95805211136322e-13
"Niben261Chr01g0145001.1"	"Receptor-like serine/threonine-protein kinase"	"turquoise"	0.262015007730577	0.0720159489907367	0.458185206854807	0.00105725928773242	0.820646730561314	9.33820437970473e-13
"Niben261Chr07g1506001.1"	"Glycosyltransferase family 92 protein"	"turquoise"	0.212867098969032	0.146329503542328	0.468179232129171	0.000791483543138083	0.819210747656236	1.10345252827734e-12
"Niben261Chr17g0005016.1"	"Spermidine coumaroyl-coa acyltransferase"	"turquoise"	0.37471136368543	0.00869009894708081	0.60318199392955	5.69279298431234e-06	0.81908284219524	1.11990072620061e-12
"Niben261Chr08g0275008.1"	"Non-specific serine/threonine protein kinase"	"turquoise"	0.246874159288259	0.0907215660715796	0.530406305749812	0.000105448330378175	0.814269413760794	1.93822923628052e-12
"Niben261Chr18g0265001.1"	"calmodulin-binding receptor-like cytoplasmic kinase 3"	"turquoise"	0.301282837335376	0.0374383669429144	0.453555266431612	0.0012054781116031	0.814080373392068	1.97979715178203e-12
"Niben261Chr02g1021022.1"	"Chaperone protein dnaJ 15"	"turquoise"	0.232896514249048	0.111157047472036	0.443585735247913	0.00158921523352611	0.812340064702057	2.40421113002586e-12
"Niben261Chr14g0032006.1"	"receptor-like protein 12"	"turquoise"	0.248658448678555	0.0883385789834626	0.416753872385544	0.00321292787607473	0.81184161934851	2.54080687067723e-12
"Niben261Chr11g1076007.1"	"vacuolar protein sorting-associated protein 45 homolog"	"turquoise"	0.237281256156746	0.104400441693482	0.454156877886756	0.0011852243317323	0.811203650393537	2.72637338803653e-12
"Niben261Chr07g1518014.1"	"Yellow stripe 1.1"	"turquoise"	0.322679176406857	0.0252950915482046	0.501154192861411	0.000285384289295021	0.810614900106954	2.90894213106956e-12
"Niben261Chr02g0059002.1"	"Zinc finger a20 and an1 domain-containing stress-associated protein 5"	"turquoise"	0.209941544340155	0.152088293151495	0.331892685405632	0.0211913542341374	0.809167379154609	3.40825512717334e-12
"Niben261Chr16g0567003.1"	"Peptidyl-tRNA hydrolase"	"turquoise"	0.469499990068351	0.000761269933326152	0.619992635120162	2.60823655036646e-06	0.808993572656692	3.47338967526936e-12
"Niben261Chr11g1404009.1"	"C2 and gram domain-containing protein"	"turquoise"	0.212636007893248	0.146778437470107	0.303612221903319	0.0359191073124759	0.807674320347643	4.00761395532133e-12
"Niben261Chr10g1024003.1"	"Aaa-atpase"	"turquoise"	0.257710336925215	0.0769923168172541	0.389677676561098	0.00618615908230939	0.806095766460134	4.74906007556828e-12
"Niben261Chr14g0004008.1"	"Tetraspanin-8"	"turquoise"	0.380400344065599	0.00765069506834074	0.500540255558355	0.000291133756673507	0.805324077902617	5.15707302593862e-12
"Niben261Chr19g0275009.1"	"Receptor-like serine/threonine-protein kinase"	"turquoise"	0.249573844761866	0.087135117723527	0.380468496133745	0.00763892699688272	0.805120665183297	5.27002122489562e-12
"Niben261Chr11g1010002.1"	"Receptor-like serine/threonine-protein kinase"	"turquoise"	0.361897836269736	0.0114869121652635	0.530531381513202	0.000104979637572035	0.804801566093883	5.45193316319575e-12
"Niben261Chr17g0036007.1"	"protein SENESCENCE-ASSOCIATED GENE 21, mitochondrial-like"	"turquoise"	0.380191439150273	0.00768686538647552	0.609639842258961	4.24045000071806e-06	0.803812996388807	6.05394804772987e-12
"Niben261Chr07g0906002.1"	"Squalene monooxygenase"	"turquoise"	0.226442596666243	0.121702610492998	0.396589194189349	0.00525992023819563	0.801780381106841	7.49490163956597e-12
"Niben261Chr19g1286016.1"	"Ribosome-recycling factor, chloroplastic"	"turquoise"	0.238448708805186	0.102655768228604	0.49271825514454	0.000374147323199316	0.801066826384653	8.07356621805156e-12
