"GeneID"	"Description"	"moduleColor"	"GS.expcrtB"	"p.GS.expcrtB"	"GS.Phytoene"	"p.GS.Phytoene"	"MM.turquoise"	"p.MM.turquoise"
"Niben261Chr15g1214002.1"	"Aquaporin NIP4-3"	"turquoise"	-0.229728282657177	0.116243163034728	-0.00865751298559187	0.953429236821832	0.859045808441771	5.66882036338617e-15
"Niben261Chr13g0029024.1"	"protein FMP32, mitochondrial-like"	"turquoise"	-0.228812733129431	0.117745368463976	-0.0784376098578505	0.596164195243605	0.85804091248891	6.59982042475143e-15
"Niben261Chr18g0631005.1"	"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase"	"turquoise"	-0.228880938689681	0.11763295367165	-0.0255029359010605	0.863390411711452	0.857743128496054	6.90247539344954e-15
"Niben261Chr08g0252009.1"	"ABC transporter A family member 7-like"	"turquoise"	-0.259414082398219	0.0749912782066227	-0.0439440847422024	0.766793654873883	0.856374337406131	8.47130280147404e-15
"Niben261Chr04g1485018.1"	"AAA domain-containing protein"	"turquoise"	-0.281981030264923	0.0521698812395991	-0.109813552823383	0.457477263899181	0.85403194454229	1.19689290653693e-14
"Niben261Chr19g0080005.1"	"Adenyl cyclase"	"turquoise"	-0.273662015964597	0.0598206490755271	-0.0339195546690238	0.818967793715115	0.847938362430747	2.86174625713287e-14
"Niben261Chr02g1031008.1"	"Phosphatidate phosphatase"	"turquoise"	-0.33353186592542	0.0205234940393137	-0.18361105740627	0.21158635130969	0.84352947280359	5.25296346579269e-14
"Niben261Chr15g0598002.1"	"regulatory protein NPR3-like"	"turquoise"	-0.220736665961004	0.131640974555213	0.0113699715540402	0.938862642589609	0.841741434111535	6.68465135914752e-14
"Niben261Chr16g0699019.1"	"Asparagine--tRNA ligase"	"turquoise"	-0.203942996537144	0.164414796644432	0.0254513634437191	0.863664047568533	0.840435704829294	7.95620432008896e-14
"Niben261Chr14g1035003.1"	"early nodulin-93-like"	"turquoise"	-0.290717975619903	0.0450071143529471	-0.150677729206756	0.306658146043407	0.839797849596497	8.65774516090756e-14
"Niben261Chr09g0824003.1"	"Serine/threonine-protein kinase"	"turquoise"	-0.235490214541686	0.107121168704692	-0.0319925256117767	0.829094344417458	0.834692297857635	1.68078909314998e-13
"Niben261Chr08g0518005.1"	"protein TPX2-like isoform X2"	"turquoise"	-0.202258973866482	0.168002585635907	-0.0528880579940575	0.721083917874723	0.831580350347438	2.49102126627431e-13
"Niben261Chr03g0746011.1"	"two-on-two hemoglobin-3"	"turquoise"	-0.203939329768869	0.164422547538764	-0.134333881189206	0.362666955266168	0.829732866519221	3.13460181929442e-13
"Niben261Chr01g1104005.1"	"Cysteine-rich receptor-like protein kinase 6"	"turquoise"	-0.35294449885936	0.0138715548317442	-0.138037298023747	0.349463334505974	0.829244133081258	3.32955067502558e-13
"Niben261Chr10g0088032.1"	"Fe2OG dioxygenase domain-containing protein"	"turquoise"	-0.232694216793089	0.111476640997003	-0.146181094475222	0.321483146104971	0.82687833702647	4.4470311888717e-13
"Niben261Chr03g0228003.1"	"Diacylglycerol O-acyltransferase"	"turquoise"	-0.315343280060396	0.0290201840823475	-0.111165839173499	0.451922467000452	0.824028236894657	6.26603074037319e-13
"Niben261Chr15g0971008.1"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"	"turquoise"	-0.247742699977468	0.0895554275016472	-0.0276102935812237	0.852222988410072	0.823593688780292	6.59878932072013e-13
"Niben261Chr13g1383012.1"	"2-oxoglutarate-dependent dioxygenase AOP3-like"	"turquoise"	-0.299442221442215	0.0386758993643105	-0.14052560451573	0.340759912434863	0.823245482118321	6.87744211436891e-13
"Niben261Chr07g0798002.1"	"BURP domain-containing protein 5-like"	"turquoise"	-0.284255064048811	0.0502223634992155	-0.111806802084579	0.449302517599809	0.820411442803014	9.59809285988335e-13
"Niben261Chr06g0224006.1"	"AB hydrolase-1 domain-containing protein"	"turquoise"	-0.379116790797785	0.00787528345566514	-0.179753656577212	0.221507400509589	0.819493876224109	1.06785320430175e-12
"Niben261Chr19g0895002.1"	"ATP citrate synthase"	"turquoise"	-0.222945486920548	0.127724000506587	-0.155395579681634	0.291582594491085	0.818804062180079	1.1565589922798e-12
"Niben261Chr01g1665002.1"	"NtEIG-E80 protein"	"turquoise"	-0.258090133045455	0.0765426441739633	-0.122570581919724	0.406569648864969	0.810776934984043	2.85757405832141e-12
"Niben261Chr09g1282007.1"	"Diacylglycerol O-acyltransferase"	"turquoise"	-0.309590520528807	0.0322512210450608	-0.0934371162033757	0.52760149778083	0.809580577828808	3.25801693031948e-12
"Niben261Chr15g1405003.1"	"Transcription factor tga2"	"turquoise"	-0.282523254643349	0.0517000563533329	-0.105511407473574	0.475393284823608	0.807219213456663	4.20929651940153e-12
"Niben261Chr06g0283005.1"	"5-epi-aristolochene synthase"	"turquoise"	-0.247596233768114	0.0897512567291384	-0.177552810620165	0.227310063219175	0.804793250081559	5.45675245087491e-12
"Niben261Chr07g1226004.1"	"CDP-diacylglycerol--inositol 3-phosphatidyltransferase"	"turquoise"	-0.210611074812967	0.150755867645036	0.0162806459691974	0.912544541624117	0.804634464686572	5.54954837966932e-12
