Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr01g1216001.1	Sugar transporter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.729209155723209	-0.65018336255914	NA
Niben261Chr01g1258009.1	Gamma-tubulin complex component"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1261002.1	Chr5:17116630-17119492 REVERSE LENGTH=540"	NA	NA	NA	NA	NA	1.1724929798129	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1287006.1	abscisic acid 8'-hydroxylase 4-like"	NA	NA	NA	0.884000221269797	NA	1.08452102852542	NA	NA	NA	NA	NA	NA	-0.988483390681071	-1.08229574539192	-1.07909624749845	-1.00464538410305
Niben261Chr01g1430002.1	Small heat shock protein. chloroplastic"	-3.32142757290549	-5.31086120326774	-4.599542162633	-5.34924051509816	-5.2416952985353	-4.93751811312424	-2.31676933913999	NA	-1.71300208845126	-1.78887867183905	-2.57293741594293	-3.79146999871671	-4.66018883873117	-4.23578415345464	-4.31715165271523	5.28520441423977
Niben261Chr01g1498005.1	START domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.972274940537639	-1.39057725646439	-1.31868725571713	-1.13707789343794
Niben261Chr01g1713005.1	Glycosyltransferase"	NA	1.00311692388731	NA	1.68745490096582	1.44758891446689	2.29526544048728	NA	NA	NA	NA	2.60948477811928	NA	NA	0.76344999543133	NA	1.69914980427947
Niben261Chr01g1734007.1	D-alanine--D-alanine ligase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1775005.1	Kinesin-like protein"	NA	NA	NA	NA	NA	0.675670362879086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr01g1780012.1	PHD-type domain-containing protein"	NA	0.682806984860698	0.645790288050496	NA	0.658571511535898	NA	NA	NA	NA	NA	NA	NA	-0.66650701365289	-0.775899277969216	-0.818024409085032	NA
Niben261Chr02g0072004.1	protein NLP7-like isoform X6"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91611259318526	NA	NA	-0.76275975981236	-0.666284582787071	NA
Niben261Chr02g0123011.1	Glucan endo-1.3-beta-D-glucosidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.910809462117644	-1.14841241221584	-1.08143222815773	-1.13385625582806	NA
Niben261Chr02g0130013.1	Photosystem II 5 kDa protein. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.886229873455279	-1.47549076282461	-1.25148523938257	NA
Niben261Chr02g0181006.1	protein FATTY ACID EXPORT 2. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0205007.1	protein WVD2-like 5 isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0258002.1	DDB1- and CUL4-associated factor 8-like"	NA	NA	NA	NA	0.648319872666407	1.069655417327	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618144890467772
Niben261Chr02g0396010.1	Hydroxyproline-rich glycoprotein family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.584994609492409	NA	NA
Niben261Chr02g0400001.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.687670479243533	-1.10103450570071	-1.04226302155991	NA
Niben261Chr02g0405023.1	RING-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.22111234372556	-1.71470186506458	-1.98117901064884	NA
Niben261Chr02g0411001.1	Methyltransf_11 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0519001.1	Protein DETOXIFICATION"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.834249866033257	NA	0.757337598456246
Niben261Chr02g0521006.1	NAC transcription factor 56-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.669162514010491
Niben261Chr02g0538014.1	AP-5 complex subunit zeta-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.644371398831467	-0.673899429208616	-0.693550767761669	-0.751379355835839	NA
Niben261Chr02g0630001.1	thioredoxin-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0669008.1	Beta-amylase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.820594152300504	-0.756478501032988	NA
Niben261Chr02g0697004.1	BTB/POZ domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.658401446694655	-1.06202495211924	-1.00314714654601	NA
Niben261Chr02g0711006.1	Amine oxidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.71677028084627	-0.801668516027136	NA	NA
Niben261Chr02g0800009.1	DUF1336 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06650848302445	-0.898634596544039	-0.954382976988307	NA
Niben261Chr02g0810003.1	Thioredoxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10735511484995	-0.783582399541352	-1.40757919734692
Niben261Chr02g0810008.1	Thioredoxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.45508947477599	-0.94496566041468	-1.56168651102802
Niben261Chr02g0811008.1	Thioredoxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10469788587082	NA	-0.884341243052741
Niben261Chr02g0817007.1	Protein nrt1 ptr family 4.6"	NA	NA	NA	NA	NA	1.22308465777237	NA	NA	NA	NA	NA	NA	NA	-0.850307761718752	NA	NA
Niben261Chr02g0856003.1	Homoserine kinase"	NA	NA	NA	0.851947499702571	0.676285303641663	0.668996164502114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g0881009.1	50S ribosomal protein L32. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.647928871694132	-0.590627069742924	NA
Niben261Chr02g0938004.1	Peptidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.740753596880127
Niben261Chr02g0996008.1	protein NRT1/ PTR FAMILY 3.1"	NA	1.06505347720674	NA	1.87133847972452	1.51001251597818	2.77715820463048	NA	NA	NA	NA	2.05272682688771	NA	NA	-1.87255758813849	NA	NA
Niben261Chr02g1065009.1	Protein pin-likes 6"	NA	NA	NA	NA	NA	1.22380627158921	NA	NA	NA	NA	0.783896555636724	NA	-0.697499713536911	NA	NA	NA
Niben261Chr02g1119003.1	zinc finger protein JACKDAW-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43627991807037	NA	NA
Niben261Chr02g1130003.1	Wrky transcription factor 44"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.77837835066736	NA	NA
Niben261Chr02g1190012.1	Secretory carrier-associated membrane protein"	NA	0.806414413238737	NA	1.20281946140562	1.05223530426132	1.25454634503346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1253009.1	phosphoenolpyruvate/phosphate translocator 1. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.07301059952107	NA	-0.701019606106646
Niben261Chr02g1276008.1	myb-related protein 306-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05638013752516	0.74984351316453	0.943524122810937	NA
Niben261Chr02g1382006.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1461004.1	Trihelix transcription factor gt-2"	NA	NA	0.831695978981334	NA	NA	NA	1.33743833916678	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1470001.1	26.5 kDa heat shock protein. mitochondrial"	NA	NA	NA	NA	NA	NA	-2.93700086368925	NA	NA	NA	NA	-6.5320718873062	-8.25304079870563	-3.52763886753691	NA	4.23675022308421
Niben261Chr03g0008024.1	NAB domain-containing protein"	NA	0.636438986016202	NA	NA	NA	NA	-1.09794033500961	-0.721469120236614	-1.03252251102948	NA	NA	NA	-0.701341052342705	-1.24329183487511	NA	NA
Niben261Chr03g0029004.1	transcription factor MYB3-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.11857616412896
Niben261Chr03g0046004.1	cation/H(+) antiporter 18-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.56896408795157	NA	NA	-1.02568735530099
Niben261Chr03g0048008.1	Reticulon-like protein"	NA	NA	NA	NA	NA	NA	-1.21209023915601	-0.882445618560689	-0.906501396971268	-1.0202820352457	-1.48797333647232	-1.28472626060805	-1.14078964622033	-1.49400745705962	-1.32034478534976	NA
Niben261Chr03g0069001.1	mitogen-activated protein kinase kinase kinase YODA-like"	NA	NA	NA	NA	NA	-1.57961894053331	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.84466610768903
Niben261Chr03g0071004.1	Transcription factor"	NA	NA	NA	NA	0.670136277131122	1.11529892028149	NA	NA	NA	NA	NA	NA	-0.798102256167447	NA	NA	NA
Niben261Chr03g0072008.1	kinesin KP1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0078002.1	Receptor kinase"	NA	NA	NA	1.01099634317564	0.685050408091723	1.17460713355362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0081010.1	C2 NT-type domain-containing protein"	0.703511159168347	0.898623216638089	0.751758036442395	NA	0.876728194982958	1.06827413689484	NA	NA	NA	NA	NA	NA	-0.641221453950394	-1.24776621620797	-1.11357213601522	NA
Niben261Chr03g0108017.1	Kinesin-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.726244125853385	-0.772261358387992	-0.799084887203473	NA
Niben261Chr03g0125001.1	Tetratricopeptide repeat protein"	NA	NA	NA	NA	NA	0.636543874174516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0127006.1	WSC domain-containing protein ARB_07867"	NA	NA	NA	-1.93039653511095	-1.84508917819526	-2.62020731802681	NA	NA	NA	NA	NA	-1.84334644370494	-1.69772726605562	-1.80384531928559	-1.49911898697636	-0.984860550658722
Niben261Chr03g0136001.1	Filament-like plant protein 4"	NA	NA	NA	NA	0.782196864809918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0141010.1	C2H2-type domain-containing protein"	NA	NA	NA	0.830484421868179	0.699644383304615	0.968422587721575	NA	NA	NA	NA	NA	NA	NA	-0.600301022437494	NA	NA
Niben261Chr03g0159002.1	Receptor protein kinase clavata1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26265623698422	-1.02893781421358	NA
Niben261Chr03g0179005.1	Alpha-amylase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.854667926320566	NA	-0.731361010729244
Niben261Chr03g0180007.1	rop guanine nucleotide exchange factor 1-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.963887684105731	NA	NA
Niben261Chr03g0272007.1	Tubulin alpha-6 chain"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0287037.1	Glycine-rich protein"	NA	NA	NA	NA	NA	NA	-1.46785572837093	NA	-1.14396699711384	-1.26736344927453	-1.67295396973562	-1.3908010876352	-1.02978445062164	-1.33045151264405	-1.17392293596135	NA
Niben261Chr03g0354012.1	Heme A synthase"	NA	NA	NA	-0.699673858401202	NA	-0.729184566994143	-0.832247738248368	NA	NA	NA	-1.01431580114001	-1.04711038719469	-1.03357637916947	-1.52880852113529	-1.28556533289233	0.947581476773471
Niben261Chr03g0508004.1	microtubule-associated protein 70-2-like"	NA	NA	NA	NA	NA	0.695850214268414	NA	NA	NA	NA	NA	NA	NA	-0.982548641849179	-0.88050179749063	-0.775209972913009
Niben261Chr03g0531004.1	Transmembrane protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0636003.1	Abc transporter g family member 14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.820467699383187	-0.908217955551786	NA
Niben261Chr03g0656003.1	rop guanine nucleotide exchange factor 14-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.28806885759883	-1.05689177827764	NA
Niben261Chr03g0668002.1	Pectin acetylesterase"	NA	NA	NA	NA	NA	0.586794342713615	NA	-0.695727334824345	NA	NA	-0.76190421619997	-0.992278521955095	-1.10043203791367	-0.799525116474869	-0.926079318831814	NA
Niben261Chr03g0685006.1	TATA-binding protein-associated factor BTAF1 isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0775001.1	Auxin transporter-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0827014.1	cyclin-dependent kinase 12-like isoform X3"	NA	NA	NA	NA	0.601371564765977	0.789539661913853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0844005.1	Jacalin-related lectin 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.12839742852386	-0.906243723702682	-1.39198050393362
Niben261Chr03g0880006.1	Gata transcription factor 24"	NA	0.990261642845688	NA	NA	0.971668579687429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612726544562812
Niben261Chr03g0901006.1	Protein nrt1 ptr family 4.5"	NA	0.717770193878997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06664253023135	-0.87726712186974	NA
Niben261Chr03g0901010.1	Protein nrt1 ptr family 4.5"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.08007750258393	-0.967870291664686	NA
Niben261Chr03g0948004.1	Protein indeterminate-domain 5. chloroplastic"	NA	0.970982790453134	NA	1.29140425878035	1.15096097983614	1.17724005535996	1.1317717594674	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0993012.1	Chr3:22836414-22838803 FORWARD LENGTH=359"	NA	0.707056682526779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.15988714254177	-0.976718414878177	NA
Niben261Chr03g1056004.1	Transcriptional corepressor SEUSS"	NA	NA	NA	NA	0.632639673348171	0.921312261303002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1092008.1	Rho gtpase-activating protein 7"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.597661171441504	NA	NA
Niben261Chr03g1120010.1	Protein DETOXIFICATION"	NA	NA	NA	NA	NA	1.91116265555004	NA	NA	NA	NA	NA	NA	-0.703560676297706	NA	NA	NA
Niben261Chr03g1211008.1	Bel1-like homeodomain protein 8"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.791311995268365	NA	-0.615124873623159
Niben261Chr03g1247001.1	protein ENHANCED DISEASE RESISTANCE 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.667373861349222	NA	NA
Niben261Chr03g1301001.1	Carboxypeptidase"	NA	NA	NA	NA	NA	NA	NA	NA	1.14134239434419	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1438011.1	synaptotagmin-5-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1443008.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	0.770848287569427	NA	NA	NA	NA	NA	NA	NA	NA	-0.861427785729948
Niben261Chr03g1474013.1	F-box/LRR-repeat protein 15-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1491011.1	17.3 kDa class II heat shock protein-like"	-2.38729494361393	-4.65391777664383	-3.42646343256899	-4.91378413495004	-4.74138243090945	-4.83668613888625	-3.61141886594409	-3.62860501204614	-3.35496300330827	-3.47672547233912	-4.31616855460182	-4.7051675681348	-4.08447735676663	-3.98246182799186	-3.57123522366932	3.1347023211966
Niben261Chr03g1497005.1	Serine/threonine-protein kinase"	NA	NA	NA	0.589565440562378	NA	0.669647180586167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1540014.1	Vacuolar-processing enzyme"	NA	NA	NA	NA	NA	NA	NA	0.806371994127486	NA	NA	0.810030494543092	NA	NA	-1.15007321479665	-1.36935942849044	-0.66530671843575
Niben261Chr03g1610001.1	Cytochrome P450"	NA	1.41113252357238	NA	1.66321640792552	1.54882652773255	1.9666387121558	3.0108676026985	NA	NA	NA	1.38161386802969	NA	NA	-0.85743756761543	NA	-0.794231191200077
Niben261Chr03g1692009.1	heavy metal-associated isoprenylated plant protein 20-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.27075908901159	NA	-1.34620314841277
Niben261Chr03g1707010.1	DNA-binding protein SMUBP-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1709015.1	DNA-directed RNA polymerase subunit beta like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.0477411853387	-1.24812661595155	-0.771280464190544	-0.906517430181166	NA
Niben261Chr03g1735002.1	Flowering locus T protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-3.65316355121751	NA	-4.05270677067636
Niben261Chr03g1804007.1	Transcription factor bhlh48"	1.01719497319156	1.05279104984075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.08993181033366	NA	-0.702325353921887
Niben261Chr03g1880003.1	Patellin-3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.680052328591003	-0.803474958042324	-0.917227122235154	-0.793063346309918	-0.87853426687744	NA
Niben261Chr03g1930011.1	stromal 70 kDa heat shock-related protein. chloroplastic-like"	-1.09525021096735	-2.51342539283027	-1.6947598551855	-2.70072133035902	-2.57318593024107	-2.41547688691159	-2.24477473804963	-3.51167793359449	-2.96736796236623	-3.1729308359142	-4.12988415560853	-4.46693546775103	-4.24302986945882	-1.74034850774217	-2.93660228068574	3.1214256606136
Niben261Chr03g1934016.1	Aminotran_1_2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0063005.1	Chr5:17639975-17642848 REVERSE LENGTH=836"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.616969877296203	NA	NA	NA
Niben261Chr04g0065003.1	CLIP-associated protein-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.711672877789223	-0.900791618763393	-0.781736246422093	-0.874706791008452	NA
Niben261Chr04g0068002.1	transcription factor PIF1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.954837401940255	NA	NA
Niben261Chr04g0095018.1	Chr3:2263806-2264576 REVERSE LENGTH=199"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.731164148396961	-1.03633210873326	-0.988724826467035	NA
Niben261Chr04g0129001.1	Formin-like protein"	NA	0.893644601667464	NA	1.28461493700142	1.00297480620979	1.30694273907791	NA	NA	NA	NA	NA	NA	NA	-0.684498227258744	-0.588176086504538	NA
Niben261Chr04g0140005.1	Bile acid:Na+ symporter family protein"	NA	NA	NA	NA	NA	NA	-1.39477678437418	NA	-1.22269758568849	NA	-1.35081164708322	-1.62750825088448	-2.03085373927061	-0.942119723058776	-1.46302542613965	0.672701240899651
Niben261Chr04g0245001.1	Phospholipase A22"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.636627165513693	-0.893237769009984	-1.10510681535158	-1.31102213070021	-1.26135466332032	NA
Niben261Chr04g0318006.1	molybdate transporter 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.37372873640442	-1.34002077753534	NA	-2.03425557486688
Niben261Chr04g0321005.1	PHD-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.704008098448055	-0.767900004898189	NA
Niben261Chr04g0331007.1	WRKY transcription factor 44-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36850999180788	-2.24775559588041	-2.14004511193679	NA
Niben261Chr04g0452008.1	Formin-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.64290666162864	-2.26146333842898	NA
Niben261Chr04g0558005.1	protein NRT1/ PTR FAMILY 6.2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.641082479506356	-1.24121798727994	NA	NA
Niben261Chr04g0562004.1	Coiled-coil domain-containing protein scd2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0663006.1	Protein kinase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0674008.1	Oxysterol-binding family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.06747939156375	-1.06742676375096	NA
Niben261Chr04g0794010.1	Mitogen-activated protein kinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0858001.1	flowering time control protein FCA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g0929002.1	phosphoglucan phosphatase LSF1. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.42394739859133	-1.2267184657644	NA
Niben261Chr04g0957001.1	Chr3:16831-18782 REVERSE LENGTH=455"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.977968883849262	-1.46903587050375	NA	NA
