Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr10g0344009.1	trihelix transcription factor ASIL2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.54542295141054
Niben261Chr10g0424002.1	Flavin-containing monooxygenase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.803787584081054	-0.81942273290957	-1.11741313458413	NA	NA
Niben261Chr10g1034012.1	Protein DEHYDRATION-INDUCED 19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.840507147442967	-0.659318576451234	NA	NA
Niben261Chr10g1260006.1	dnaJ homolog subfamily B member 6-B"	NA	NA	NA	NA	NA	NA	-1.66215484772513	-1.87975811667886	-1.6668590397083	NA	-2.81367938054175	-2.69074258841306	-1.81843156222755	-1.40462977594791	NA	NA
Niben261Chr11g0064003.1	ATP synthase protein I"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1947112367153	NA	NA
Niben261Chr11g0253004.1	Beta-amylase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.30277905566269	-1.19611846916489	-1.17586716800421	NA
Niben261Chr11g0348003.1	Chaperone protein dnaJ-related"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.821550390673241	NA	NA
Niben261Chr11g0918006.1	Annexin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.979757990293745	NA	NA
Niben261Chr11g1073019.1	maltose excess protein 1-like. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.16704923187784	-1.04327364294572	NA
Niben261Chr12g0597005.1	choline transporter-like protein 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.779983279018619	NA	NA
Niben261Chr12g0816003.1	zinc transporter 5-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.22853706704498	-1.92308046965267	NA
Niben261Chr12g1191012.1	polyadenylate-binding protein RBP45-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g0465004.1	Protein pin-likes 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.03384710330473	NA	NA
Niben261Chr13g1063007.1	Ubiquitin-conjugating enzyme E2 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr14g0240011.1	Tyrosine-specific transport protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.916895309360387	-1.33802424381782	NA	-0.698341215967994
Niben261Chr14g0660012.1	receptor-like protein kinase THESEUS 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.08595265821577	NA	NA
Niben261Chr14g1009018.1	Protein conserved in the green lineage and diatoms 27. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36972898114614	NA	0.736788785187118
Niben261Chr14g1122012.1	EngB-type G domain-containing protein"	0.879242054306375	0.964622360650617	0.841145035718288	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.758909181885631	NA	NA	NA
Niben261Chr14g1302005.1	Protein suppressor of phya-105 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.690561659449228	NA	NA	NA
Niben261Chr15g0241001.1	Cbs domain-containing protein cbsx1. chloroplastic"	NA	0.732003546278616	NA	NA	0.698488731595268	0.645047814078748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0265004.1	casein kinase II subunit alpha-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0515011.1	PLAT domain-containing protein"	NA	NA	NA	NA	NA	NA	1.4604798364247	NA	0.850044727043881	0.921150968718565	1.31775707674343	0.890320128030228	0.75062069665554	NA	NA	NA
Niben261Chr15g1013011.1	Pentatricopeptide repeat-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.756106784306185	NA	NA
Niben261Chr15g1082016.1	Peroxidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.61883950248721	NA	0.663227273933103
Niben261Chr15g1095002.1	Calmodulin-lysine N-methyltransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.675266008064478
Niben261Chr15g1382001.1	coiled-coil domain-containing protein 93 isoform X1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g1458008.1	Phosphomethylpyrimidine synthase"	NA	0.933813418402166	NA	NA	NA	NA	0.670712953963918	NA	NA	NA	NA	NA	0.720682903723787	-0.762396821669854	NA	NA
Niben261Chr15g1475012.1	UV-B-induced protein At3g17800. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33298737743703	-0.630983693417227	NA	NA
Niben261Chr16g0166003.1	cold-regulated 413 inner membrane protein 1. chloroplastic-like"	NA	0.742227155222335	NA	NA	0.777046743121301	0.682302487761326	0.663714142970857	NA	NA	NA	NA	NA	NA	NA	NA	-1.29761073651154
Niben261Chr16g0313022.1	DUF4408 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.647620466243573	-1.27054072735362	-1.01213645200825	NA
Niben261Chr16g0375022.1	DCD domain-containing protein NRP-B"	NA	NA	NA	NA	NA	0.692721494345144	NA	NA	NA	NA	NA	NA	NA	-0.590844861942216	NA	NA
Niben261Chr16g0845015.1	AER"	NA	NA	NA	NA	NA	0.786547407737174	NA	NA	NA	NA	-1.77348381604317	NA	NA	NA	NA	NA
Niben261Chr16g0941001.1	UNC93-like protein 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.32603244145091	-1.19696201269042	NA
Niben261Chr17g0461002.1	purine permease 3-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.53979379258487	-1.17480359465742	NA
Niben261Chr17g0789023.1	Chr2:16309981-16312475 REVERSE LENGTH=351"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr17g0801005.1	Tubby-like F-box protein 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.821292125396309	NA	NA
Niben261Chr17g1500002.1	cinnamoyl-CoA reductase 1-like"	NA	NA	NA	NA	NA	0.70372468370722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr18g0751008.1	protein TWIN LOV 1-like"	NA	0.818601980627115	NA	NA	NA	NA	-0.626388641677699	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr18g1376008.1	Kinase family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669778540261363	-0.974690272853456	NA	NA
Niben261Chr19g0145008.1	Glycosyltransferase"	NA	0.703733970187526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.946007650671362
Niben261Chr19g0943020.1	Protein PLASTID REDOX INSENSITIVE 2. chloroplastic"	NA	1.0764072204713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.854714103582547	NA	0.671477052513641
Niben261Chr19g1098010.1	Chaperonin 60 subunit beta 4. chloroplastic"	NA	1.03607616916735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5644281792655
Niben261Chr19g1134014.1	MTS domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.925546748292865
Niben261Chr19g1280002.1	Phosphoglucan phosphatase dsp4. amyloplastic"	NA	0.736328636632947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.17502941882898	-1.01959993086442	NA
