"GeneID"	"Description"	"moduleColor"	"GS.expcrtB"	"p.GS.expcrtB"	"GS.Phytoene"	"p.GS.Phytoene"	"MM.brown"	"p.MM.brown"
"Niben261Chr04g1076007.1"	"Cytochrome p450 84a1"	"brown"	-0.320964158460739	0.0261280180667874	-0.284652527311062	0.0498880977012906	0.896417330557225	7.20424625911654e-18
"Niben261Chr01g1023001.1"	"lysine-specific demethylase JMJ706-like"	"brown"	-0.211449442645088	0.149099596040822	-0.286053745436851	0.0487240353896365	0.895092804206178	9.50905442838202e-18
"Niben261Chr19g0293007.1"	"glucose-6-phosphate/phosphate translocator 2, chloroplastic-like"	"brown"	-0.210808893257158	0.150363842604996	-0.270356807750316	0.0630995914399241	0.894970250176437	9.7546121379532e-18
"Niben261Chr15g0563002.1"	"5-epiaristolochene 1,3-dihydroxylase"	"brown"	-0.242790396823058	0.0963636137675065	-0.266845453978807	0.0667387732842416	0.894232215507056	1.13658979487606e-17
"Niben261Chr13g0780001.1"	"Calcium-binding protein cml38"	"brown"	-0.233751127607856	0.109814624469694	-0.265612492286962	0.0680555527817296	0.892041081927468	1.7777532528698e-17
"Niben261Chr14g0655007.1"	"Exocyst subunit Exo70 family protein"	"brown"	-0.286785297686586	0.0481251160906726	-0.250834416844703	0.0854988423523838	0.891918296662645	1.82235956172713e-17
"Niben261Chr06g0182022.1"	"disease resistance protein RPM1-like"	"brown"	-0.324972325698047	0.024216200779436	-0.35774242025023	0.0125459044576324	0.888780838524523	3.39890050952573e-17
"Niben261Chr11g1324003.1"	"Peroxidase"	"brown"	-0.247540980594114	0.08982521822535	-0.350048570306874	0.014728165391324	0.887255060140315	4.57167253522679e-17
"Niben261Chr14g1485005.1"	"Prenyl-dependent CAAX protease"	"brown"	-0.20125788947362	0.170162137301023	-0.308665207252564	0.0327977392305191	0.887166375683138	4.6505134956809e-17
"Niben261Chr10g0961001.1"	"Calcineurin b-like protein 7"	"brown"	-0.212414649934027	0.147209417493864	-0.239248010490251	0.101474262428109	0.886942344933445	4.8554789905595e-17
"Niben261Chr10g0996006.1"	"S-acyltransferase"	"brown"	-0.219685382545028	0.133536565019977	-0.160741233976552	0.27509322824107	0.885893925386202	5.93430607403235e-17
"Niben261Chr07g1511011.1"	"Polcalcin Jun o"	"brown"	-0.206815973985516	0.158423298515225	-0.2078319710776	0.15634320837723	0.884128961127898	8.28246612046539e-17
"Niben261Chr16g0438018.1"	"Hexosyltransferase"	"brown"	-0.262957155222621	0.0709615392814507	-0.276481582493006	0.05713276901366	0.880225754605169	1.69903828581538e-16
"Niben261Chr09g0662002.1"	"CHP-rich zinc finger protein"	"brown"	-0.262577356336728	0.0713851112699413	-0.347318490995582	0.0155765898065827	0.877575755657561	2.72864825467359e-16
"Niben261Chr19g0388001.1"	"B30.2/SPRY domain-containing protein"	"brown"	-0.288826725629062	0.0464853739373895	-0.193870790494639	0.186722291016624	0.877284010310245	2.87281566093921e-16
"Niben261Chr17g1530002.1"	"RING-type E3 ubiquitin transferase"	"brown"	-0.346231219949021	0.0159258711672319	-0.302093265851379	0.0369039059215052	0.876339671149071	3.39076347909428e-16
"Niben261Chr05g0514002.1"	"ATP citrate synthase"	"brown"	-0.246037557972297	0.0918559541342824	-0.280114601972336	0.0538135551477661	0.875181035079257	4.14787766352239e-16
"Niben261Chr02g1149001.1"	"heparan-alpha-glucosaminide N-acetyltransferase-like"	"brown"	-0.243745040397591	0.0950209922941683	-0.246350549748024	0.0914302703813559	0.872775924367965	6.26294629037169e-16
"Niben261Chr03g0068009.1"	"BTB/POZ domain-containing protein"	"brown"	-0.241606483623894	0.0980490141347717	-0.308105155986002	0.0331322310784947	0.87183307005425	7.34423571989113e-16
"Niben261Chr04g1847002.1"	"acyl-protein thioesterase 2 isoform X2"	"brown"	-0.245518355514998	0.0925654877646532	-0.22286206314386	0.127870327546718	0.871333834198252	7.98638727572107e-16
"Niben261Chr11g1324008.1"	"Peroxidase"	"brown"	-0.288052718234926	0.0471016468427733	-0.361755595851051	0.0115218513129904	0.871131309660262	8.2618086820845e-16
"Niben261Chr15g0563001.1"	"5-epiaristolochene 1,3-dihydroxylase"	"brown"	-0.207139901721383	0.157757920707352	-0.266531711394506	0.0670719043899946	0.870509091394781	9.16557234572303e-16
"Niben261Scf15513g0000002.1"	"Auxin-induced protein"	"brown"	-0.278842030172117	0.0549580251662081	-0.308051426586144	0.033164468934519	0.870018123539222	9.94421272747638e-16
"Niben261Chr11g0040005.1"	"Ras-related protein raba1f"	"brown"	-0.235402777101131	0.107255369924825	-0.273096446769425	0.0603718218983947	0.870006453905206	9.96346335220539e-16
"Niben261Chr09g0776019.1"	"Protein nrt1 ptr family 5.5"	"brown"	-0.341004114653835	0.0176994524134911	-0.281935316553344	0.0522096483949954	0.868296855419075	1.32005769260907e-15
"Niben261Chr04g0391002.1"	"UDP-4-amino-4, 6-dideoxy-N-acetyl-beta-L-altrosamine transaminase"	"brown"	-0.297090712450688	0.0403056232794707	-0.277726573315647	0.0559772587345276	0.864407278749937	2.46800535053692e-15
"Niben261Chr09g0502005.1"	"Unknown protein"	"brown"	-0.336247923263024	0.0194559541775679	-0.292679393091245	0.0435147238329159	0.863890791966075	2.67793556936023e-15
"Niben261Chr07g1459014.1"	"60S ribosomal protein L34"	"brown"	-0.301848663122792	0.0370645503434554	-0.213465879472562	0.145170997260003	0.859503053779257	5.28780179922684e-15
"Niben261Chr18g0937003.1"	"Protein nrt1 ptr family 7.3"	"brown"	-0.266605761359849	0.0669931592521246	-0.314114353210833	0.0296867760282921	0.858537186728649	6.12324212472077e-15
"Niben261Chr03g0883002.1"	"Polyamine transporter PUT1"	"brown"	-0.333667182316694	0.020469163325325	-0.261795367485176	0.0722635350596181	0.857794782687135	6.84904854307021e-15
"Niben261Chr05g0843016.1"	"NtEIG-E80 protein"	"brown"	-0.24031475464581	0.0999137756497834	-0.144297202865072	0.327826402847232	0.849392268421964	2.33248718362605e-14
"Niben261Chr09g0961002.1"	"Kinesin-like protein"	"brown"	-0.27766810583461	0.0560310995671701	-0.246794871489354	0.0908286065884324	0.847810046212968	2.91356671242762e-14
"Niben261Chr12g0386016.1"	"wall-associated receptor kinase 2-like"	"brown"	-0.213195223775759	0.145693811345068	-0.298151647110005	0.0395635003428832	0.8474857005943	3.0485526420636e-14
"Niben261Chr11g1177014.1"	"ATP citrate synthase"	"brown"	-0.31115928829802	0.0313419051152202	-0.264366411136009	0.0694072472951753	0.846934262309081	3.29176971238095e-14
"Niben261Chr05g0468003.1"	"Pectinesterase"	"brown"	-0.214677485875789	0.142847610362674	-0.220235194275214	0.13254265719552	0.844195051243892	4.79851561604074e-14
"Niben261Chr05g0687008.1"	"Peroxidase"	"brown"	-0.271554229607778	0.0618954840172668	-0.353813731425033	0.0136228864080656	0.842363345578747	6.14919322876387e-14
"Niben261Chr02g0622002.1"	"Epoxide hydrolase"	"brown"	-0.202138839070624	0.168260686061038	-0.10305206583108	0.485799771377782	0.836100055494188	1.40299537596016e-13
"Niben261Chr07g1142004.1"	"Unknown protein"	"brown"	-0.225013032774802	0.124137582524396	-0.105423876300508	0.475761623726541	0.835215709940971	1.57191228382071e-13
"Niben261Chr16g0454011.1"	"60S ribosomal protein L34"	"brown"	-0.271038790502936	0.0624115274532106	-0.216637510666318	0.139147647157874	0.833662098305916	1.91630824994391e-13
"Niben261Chr04g1192036.1"	"Protein translocase subunit SecA"	"brown"	-0.251721879746856	0.0843613554337987	-0.225121333349542	0.123951837692362	0.829928936048333	3.0594750972489e-13
"Niben261Chr05g1092017.1"	"CHP-rich zinc finger protein"	"brown"	-0.250776629425156	0.0855733237873463	-0.317801683598927	0.0277240471599402	0.828536924891114	3.63208936143808e-13
"Niben261Chr11g0689017.1"	"Lysine/histidine transporter"	"brown"	-0.290393106624219	0.0452582796391216	-0.253720390481222	0.0818431684347527	0.8265307560972	4.63848436806535e-13
"Niben261Chr03g0048013.1"	"AAA domain-containing protein"	"brown"	-0.324522992575068	0.0244245115442424	-0.341133960602937	0.0176534489577575	0.824110135270432	6.20512384935149e-13
"Niben261Chr19g1119020.1"	"E3 ubiquitin-protein ligase"	"brown"	-0.350118671986304	0.0147069091426252	-0.381608778074884	0.00744434410150171	0.822711797236799	7.32625424722808e-13
"Niben261Chr14g1533008.1"	"Alcohol dehydrogenase"	"brown"	-0.299339894176494	0.0387456731619214	-0.232813852990091	0.111287552768861	0.818340726419147	1.22001102718027e-12
"Niben261Chr07g1224008.1"	"UDP-glycosyltransferase 91C1"	"brown"	-0.231583348681512	0.113244121969265	-0.154064175178298	0.295787335015933	0.812028410775429	2.48877916245144e-12
"Niben261Chr18g0060001.1"	"MLO-like protein"	"brown"	-0.24671006472253	0.0909432065233998	-0.194576396259479	0.185092524015874	0.80741430813078	4.12169094107698e-12
"Niben261Chr14g0799012.1"	"Protein-serine/threonine phosphatase"	"brown"	-0.255528672802395	0.079615833279099	-0.112795056658356	0.445279381067792	0.805120955177153	5.269858547988e-12
"Niben261Chr01g1304003.1"	"Receptor-like serine/threonine-protein kinase"	"brown"	-0.252011980560001	0.0839921038449903	-0.257014321416896	0.0778217890289566	0.804711643231177	5.50425948331844e-12
"Niben261Chr18g0299004.1"	"Unknown protein"	"brown"	-0.280971446944622	0.0530538574417906	-0.276875489897431	0.0567651166582179	0.803308911485261	6.38461881248189e-12
"Niben261Chr12g1228001.1"	"WAT1-related protein"	"brown"	-0.204682988434989	0.162856025875494	-0.204892171721183	0.162417347854023	0.802397239586165	7.02648557821011e-12
"Niben261Chr04g1347003.1"	"Wrky transcription factor 22"	"brown"	-0.235212467290453	0.107547907396059	-0.109423822314212	0.459085014872581	0.800981689518673	8.14536399858167e-12
"Niben261Chr16g0945025.1"	"BRI1-KD interacting protein 130"	"brown"	-0.252802169118989	0.0829927348253945	-0.129290910891355	0.381124611964825	0.80065307422449	8.42819618491759e-12
"Niben261Chr04g0817001.1"	"Peptidase A1 domain-containing protein"	"brown"	-0.220973232812248	0.131217209376276	-0.260960758046756	0.0732104868412018	0.800046701423726	8.97463452665988e-12
