"GeneID"	"Description"	"moduleColor"	"GS.expcrtB"	"p.GS.expcrtB"	"GS.Phytoene"	"p.GS.Phytoene"	"MM.blue"	"p.MM.blue"
"Niben261Chr18g0543004.1"	"Transcription initiation factor IIF subunit beta"	"blue"	0.292297276043	0.0438022523112794	0.553689145179767	4.46088006544244e-05	0.955098506135273	6.11171725478519e-26
"Niben261Chr09g0255001.1"	"Succinate-semialdehyde dehydrogenase"	"blue"	0.316563058763634	0.028370918092693	0.600257537448014	6.49134667305273e-06	0.952089967993655	2.62965612855977e-25
"Niben261Chr01g0095015.1"	"Tr-type G domain-containing protein"	"blue"	0.39898406453354	0.00496852238995333	0.673261750908542	1.57856139008643e-07	0.951667867441273	3.20288319622501e-25
"Niben261Chr08g1068005.1"	"Ubiquitin conjugating enzyme"	"blue"	0.23821947879884	0.102996554441808	0.523055234771206	0.000136591702876631	0.951200895751818	3.97557350526277e-25
"Niben261Chr16g0077001.1"	"DNA-directed RNA polymerase III subunit RPC5-like"	"blue"	0.264542391019613	0.0692150696044729	0.575028717526791	1.91276087245468e-05	0.950874636226797	4.61776677060051e-25
"Niben261Chr14g0326002.1"	"Acid phosphatase 1"	"blue"	0.239675831935812	0.100846185259858	0.542230930383156	6.86645371285594e-05	0.948552719527461	1.30272397613611e-24
"Niben261Chr10g1105003.1"	"Protein nrt1 ptr family 8.1"	"blue"	0.236286133965254	0.105905478525918	0.500184192020791	0.000294516107501247	0.947976445840712	1.67268589159951e-24
"Niben261Chr08g0650002.1"	"Glutamyl-trna(Gln) amidotransferase subunit a, chloroplasticmitochondrial"	"blue"	0.217651950553387	0.137260926677115	0.493633865522302	0.00036343263217571	0.947826726105986	1.78409390869557e-24
"Niben261Chr10g0289014.1"	"Eukaryotic translation initiation factor 4C"	"blue"	0.383684239440867	0.0071011893739504	0.674794208464832	1.44391010234277e-07	0.946767827207144	2.79994550348354e-24
"Niben261Chr10g0533009.1"	"Glutathione transferase"	"blue"	0.413023761496651	0.00352764455294697	0.656031277791206	4.15447042737273e-07	0.945900529152106	4.02264019636138e-24
"Niben261Chr04g0634018.1"	"Mannosyl-oligosaccharide glucosidase GCS1"	"blue"	0.268195010215995	0.0653208096646633	0.555371880113858	4.18149015009727e-05	0.945468866020939	4.80694318684581e-24
"Niben261Chr17g0745005.1"	"Prolyl 4-hydroxylase"	"blue"	0.211596347258286	0.148810760917453	0.479819406717566	0.000558615620584392	0.945318375385253	5.11317285716543e-24
"Niben261Chr02g1295004.1"	"E3 ubiquitin-protein ligase MBR1-like"	"blue"	0.211711862714011	0.148583931549902	0.495327844847269	0.000344337606120683	0.944978032594008	5.87584264089472e-24
"Niben261Chr14g0289005.1"	"Aspartate--tRNA ligase"	"blue"	0.254276943935245	0.0811524943327261	0.569005328313589	2.44373780111388e-05	0.944000644506589	8.71679904441642e-24
"Niben261Chr09g1374007.1"	"multiple organellar RNA editing factor 1, mitochondrial-like"	"blue"	0.310552074251018	0.0316913133615138	0.583941064716521	1.31927455239598e-05	0.943945200595	8.91212519639532e-24
"Niben261Chr17g0027004.1"	"Mitochondrial fission 1 protein"	"blue"	0.280766270012189	0.0532349782206789	0.550612446606258	5.01637292719301e-05	0.943644052549336	1.00481433646663e-23
"Niben261Chr09g1271001.1"	"S-methyl-5-thioribose kinase"	"blue"	0.275722118028615	0.0578470173867632	0.572108477209015	2.15527808560917e-05	0.943526134628798	1.05295549161627e-23
"Niben261Chr01g1048002.1"	"ALA-interacting subunit"	"blue"	0.216253391270549	0.139867073746255	0.51627036709899	0.000172540621347847	0.942940088641364	1.3267137343936e-23
"Niben261Chr16g0071009.1"	"F-box protein At5g49610-like isoform X1"	"blue"	0.35458454772932	0.0134055673370908	0.615798228464834	3.1825026580611e-06	0.942796410085848	1.40353118796902e-23
"Niben261Chr18g0203015.1"	"hydroxyproline O-arabinosyltransferase 1"	"blue"	0.254842868846026	0.0804548894086767	0.512945658562279	0.000193124363216266	0.942500077949779	1.57557804410548e-23
"Niben261Chr06g1203007.1"	"Caffeoyl-CoA O-methyltransferase"	"blue"	0.281080746207441	0.0529575764801391	0.515937458032114	0.000174507918418333	0.942143062713874	1.80962692356576e-23
"Niben261Chr16g0625003.1"	"Strictosidine synthase"	"blue"	0.464826545542579	0.000873067337811357	0.704203629052349	2.34185141066057e-08	0.941835377927349	2.03761226233034e-23
"Niben261Chr09g0772006.1"	"Elongation factor G, mitochondrial"	"blue"	0.335046276548039	0.0199223274125851	0.60666373154715	4.86083396545826e-06	0.941572744612362	2.25365381432686e-23
"Niben261Chr03g0246002.1"	"Basic secretory protease"	"blue"	0.413991778819928	0.00344347033760862	0.706473572486196	2.0165767095717e-08	0.941464141757127	2.34923159746677e-23
"Niben261Chr01g0056001.1"	"Tetraspanin-19"	"blue"	0.376069386288506	0.00843149312406154	0.630090172844317	1.5960253257673e-06	0.940900227209863	2.91098585375005e-23
"Niben261Chr07g1258010.1"	"subtilisin-like protease SBT5.3"	"blue"	0.252232722553255	0.0837119832840698	0.534670513180233	9.05006600168179e-05	0.940888835758568	2.92355742119591e-23
"Niben261Chr13g0468001.1"	"Protein LEAD-SENSITIVE 1"	"blue"	0.37748634047661	0.0081687846031168	0.688147918721327	6.48969992857695e-08	0.940579008560867	3.28603445816787e-23
"Niben261Chr18g1462006.1"	"Serine incorporator"	"blue"	0.343252968580337	0.0169168982559062	0.598585499539638	6.99322154822543e-06	0.93984170562198	4.32892699058937e-23
"Niben261Chr10g0434003.1"	"Transcriptional elongation regulator MINIYO"	"blue"	0.300440385772102	0.0380006813576265	0.609443640214169	4.2789760448059e-06	0.939710041332277	4.54567227337627e-23
"Niben261Chr09g1181004.1"	"equilibrative nucleotide transporter 3-like"	"blue"	0.222888924367105	0.127823198649978	0.529188252767181	0.000110113514636861	0.939432225504544	5.03746794775018e-23
"Niben261Chr06g0606002.1"	"High-affinity nitrate transporter"	"blue"	0.401552662821679	0.00467176598114374	0.684942252212184	7.89331473787509e-08	0.939051921345699	5.79354417635031e-23
"Niben261Chr09g1248009.1"	"SKP1-like protein"	"blue"	0.277842306928713	0.0558708062003123	0.521558497107637	0.000143877335433622	0.939021496241559	5.85849587017846e-23
"Niben261Chr01g1739005.1"	"Chr5:231075-231994 FORWARD LENGTH=170"	"blue"	0.430377124831783	0.00226338534697119	0.657699171875953	3.79323545883303e-07	0.938973388857405	5.96261525814847e-23
"Niben261Chr08g0978013.1"	"GDSL esterase/lipase 2-like"	"blue"	0.331298336580074	0.0214379914263919	0.61655711433227	3.07061581048269e-06	0.937645061457357	9.64415981558546e-23
"Niben261Chr06g0785002.1"	"UBA domain-containing protein"	"blue"	0.295202756991764	0.0416544577509083	0.521345902034396	0.000144940383246724	0.937321900501916	1.0823686490817e-22
"Niben261Chr18g0101002.1"	"signal recognition particle receptor subunit alpha-like"	"blue"	0.325972585668009	0.0237578225210631	0.554362474605091	4.34709360354219e-05	0.937061659335189	1.18723328717503e-22
"Niben261Chr16g0476005.1"	"Mitochondrial-processing peptidase subunit beta"	"blue"	0.362915458722232	0.0112395903733817	0.578915052100664	1.62889788404343e-05	0.937054245522493	1.19035819466266e-22
"Niben261Chr06g0493010.1"	"Lipase class 3 protein"	"blue"	0.271371922555079	0.0620776131627106	0.518717857170683	0.000158685024122984	0.936097243849696	1.6668128294445e-22
"Niben261Chr04g1315007.1"	"DEAD-box ATP-dependent RNA helicase 8-like"	"blue"	0.381693594573049	0.00743004390313621	0.611468390139068	3.89652750629515e-06	0.935435936474541	2.09703680624621e-22
"Niben261Chr19g0739007.1"	"glutathione S-transferase U9-like"	"blue"	0.340472941748776	0.0178887021165768	0.662800074930798	2.86192634253574e-07	0.935257280407962	2.23030839009312e-22
"Niben261Chr07g1299014.1"	"transcription factor VOZ1-like"	"blue"	0.229331959398245	0.116891640708035	0.494631282467963	0.000352076839364641	0.935223105638341	2.25670547022668e-22
"Niben261Chr01g0443009.1"	"protein HOMOLOG OF MAMMALIAN LYST-INTERACTING PROTEIN 5-like"	"blue"	0.315355240323316	0.0290137583406994	0.575272823421083	1.89367149509247e-05	0.934967405707836	2.46388348474469e-22
"Niben261Chr10g1231006.1"	"Glucan endo-1,3-beta-D-glucosidase"	"blue"	0.385034288679782	0.00688541757182687	0.633299388731317	1.36032827648983e-06	0.93490884335276	2.51382298813636e-22
"Niben261Chr04g0567004.1"	"Delta(3,5)-delta(2,4)-dienoyl-coa isomerase, peroxisomal"	"blue"	0.444696432749716	0.00154165998507133	0.678764274222929	1.14329705161662e-07	0.93487938217205	2.53930976023233e-22
"Niben261Chr12g0390011.1"	"Verticillium wilt disease resistance protein"	"blue"	0.338815837993651	0.0184901561831496	0.595307344328792	8.0827859579864e-06	0.934596841021515	2.79657817472121e-22
"Niben261Chr10g0529032.1"	"Secretion apparatus protein BsaZ"	"blue"	0.257031821101838	0.0778008480110938	0.523555918429868	0.000134230557994607	0.934376433104571	3.01433805716733e-22
"Niben261Chr10g0443014.1"	"DUF1279 domain-containing protein"	"blue"	0.226245775975386	0.12203569420811	0.517573204301836	0.00016503391342654	0.934106849913623	3.30270107235576e-22
"Niben261Chr07g1218018.1"	"FAD-binding PCMH-type domain-containing protein"	"blue"	0.424256144720665	0.00265391441908063	0.682441414809125	9.1803362503667e-08	0.93387449448511	3.5721776742528e-22
"Niben261Chr13g0830018.1"	"alanine aminotransferase 2-like"	"blue"	0.419193633968808	0.00302071240957317	0.700347821411234	3.00954357241666e-08	0.933803101842513	3.65910208973306e-22
"Niben261Chr12g0489002.1"	"Autophagy-related protein"	"blue"	0.450653490633038	0.00130757437287516	0.720849750235814	7.56324011558899e-09	0.933655677483575	3.84502515275184e-22
"Niben261Chr01g1572005.1"	"Pentatricopeptide repeat-containing protein, mitochondrial"	"blue"	0.269512828109511	0.0639594751538595	0.572330977016429	2.13584966385847e-05	0.933071767205398	4.67379813470178e-22
"Niben261Chr05g0966006.1"	"Procollagen-proline 4-dioxygenase"	"blue"	0.361003063017043	0.0117082203642025	0.640750826890975	9.32018390538785e-07	0.932952488208239	4.8628688357057e-22
"Niben261Chr12g0772015.1"	"cysteine proteinase 3"	"blue"	0.438640922943401	0.00181715035214227	0.707184421599095	1.92376307968029e-08	0.932934882284139	4.89138648096878e-22
"Niben261Chr10g1106009.1"	"acyl-coenzyme A thioesterase 13-like"	"blue"	0.327801984113676	0.0229383028699859	0.590346950721812	1.00325236367721e-05	0.932819236795342	5.0827085700407e-22
"Niben261Chr19g0796001.1"	"Binding partner of acd11 1"	"blue"	0.311336482189673	0.0312405470936348	0.569207190594851	2.4239448366422e-05	0.93174383215598	7.23841646330609e-22
"Niben261Chr03g0695018.1"	"DDB1- and CUL4-associated factor homolog 1"	"blue"	0.210116832232331	0.151738619891092	0.510018989980427	0.000213062951829455	0.931632989412929	7.50459849179815e-22
"Niben261Chr06g1258003.1"	"Protein MEMO1"	"blue"	0.30839452049261	0.0329590567638265	0.569363681096959	2.40870218817151e-05	0.931572246807473	7.65440069248519e-22
"Niben261Chr12g0772013.1"	"tubulin--tyrosine ligase-like protein 12"	"blue"	0.37537570511539	0.00856274590896245	0.680417174791398	1.03630899916922e-07	0.931496110269039	7.84619620088556e-22
"Niben261Chr19g0563023.1"	"Divalent-cation tolerance protein CutA"	"blue"	0.469873053587616	0.000752925334172562	0.682547782046281	9.1218204869769e-08	0.931035269114245	9.10860963781883e-22
"Niben261Chr12g0089005.1"	"Leucyl-tRNA synthetase"	"blue"	0.336473975325581	0.0193692593562802	0.632706278577594	1.40129197562599e-06	0.930538421946874	1.06858069677578e-21
"Niben261Chr14g0907008.1"	"Gata transcription factor 26"	"blue"	0.266640131875698	0.0669566344700485	0.524079883566302	0.000131799469673959	0.929980998875629	1.27646746711159e-21
"Niben261Chr14g0629015.1"	"copper transport protein ATX1-like"	"blue"	0.356702900605503	0.0128235259968133	0.633220479819266	1.36571327788066e-06	0.929880548320904	1.31781468466574e-21
"Niben261Chr06g0588003.1"	"Heme-binding protein"	"blue"	0.309232913671116	0.0324615332692128	0.620501333259874	2.545540317507e-06	0.928469774357361	2.05188350916171e-21
"Niben261Chr08g0134012.1"	"Ubiquitin receptor RAD23"	"blue"	0.263251325922166	0.070634835660032	0.506840180249807	0.000236820878448979	0.928097379942862	2.30280602794793e-21
"Niben261Chr14g0651004.1"	"multiple organellar RNA editing factor 2, chloroplastic-like"	"blue"	0.38411935238537	0.00703101529453119	0.62837563775859	1.7369749346745e-06	0.927724445280784	2.58324662121431e-21
"Niben261Chr11g0759004.1"	"Receptor-like serine/threonine-protein kinase"	"blue"	0.380004799259009	0.00771930590102158	0.651043428664327	5.43523404037584e-07	0.927659902121897	2.63497406483279e-21
"Niben261Chr07g1016003.1"	"FACT complex subunit"	"blue"	0.245737584919261	0.0922653751986027	0.514193371448398	0.000185151641207441	0.927239182934365	2.99715060563567e-21
"Niben261Chr03g0845005.1"	"Transcription initiation factor IIF subunit beta"	"blue"	0.290959632591649	0.0448210205910922	0.565216451867683	2.84392983348604e-05	0.927155812316564	3.07434356018906e-21
"Niben261Chr17g0296003.1"	"GBF-interacting protein 1"	"blue"	0.356605237337693	0.0128498766344451	0.658027468421445	3.72567481372955e-07	0.927145443261768	3.08407575129851e-21
"Niben261Chr15g1231007.1"	"F-box protein At5g07610"	"blue"	0.314237863358545	0.0296192116992426	0.60180972901623	6.05545274610984e-06	0.927035586662517	3.18900527526208e-21
"Niben261Chr06g0231010.1"	"Vesicle-fusing ATPase"	"blue"	0.246838059023573	0.090770290162923	0.482784213138025	0.000510160048372922	0.926910561793806	3.31256259854645e-21
"Niben261Chr12g0553021.1"	"multiprotein-bridging factor 1b-like"	"blue"	0.41058677736093	0.00374761540102317	0.682640442988665	9.07112940236169e-08	0.926865968569352	3.35772637742017e-21
"Niben261Chr17g1048012.1"	"Mediator of RNA polymerase II transcription subunit 25"	"blue"	0.229388190712116	0.116799466266198	0.492927106141803	0.000371678482526613	0.9266979899991	3.53318133240465e-21
"Niben261Chr05g1082039.1"	"UTP--glucose-1-phosphate uridylyltransferase-like"	"blue"	0.223954699986589	0.125963781819752	0.441483655223361	0.00168280296438185	0.926654560005169	3.57994658310575e-21
"Niben261Chr06g0159007.1"	"Sister chromatid cohesion 1 protein 4"	"blue"	0.294306799601715	0.0423073735317938	0.555375249124737	4.18094724847549e-05	0.92634044936897	3.9361794107729e-21
"Niben261Chr03g0856004.1"	"Sulfurtransferase"	"blue"	0.280733472993114	0.0532639761617294	0.545997607351463	5.96909891088013e-05	0.926083487262892	4.25248101825764e-21
"Niben261Chr12g0105002.1"	"LRAT domain-containing protein"	"blue"	0.354983440906409	0.0132942736901236	0.60836453944975	4.49672261285606e-06	0.925724824894186	4.73470906553948e-21
"Niben261Chr08g0107008.1"	"Eukaryotic peptide chain release factor GTP-binding subunit ERF3A"	"blue"	0.29721734223813	0.0402164504830377	0.541314754387592	7.10259944212277e-05	0.924152387261675	7.53522079635156e-21
"Niben261Chr12g0134014.1"	"GrpE protein homolog"	"blue"	0.231696430877751	0.113063229137946	0.535688041971562	8.72324897739396e-05	0.924129207064015	7.58644431597049e-21
"Niben261Chr11g0498002.1"	"serpin-ZX"	"blue"	0.318108247420551	0.0275658568905758	0.624570230837355	2.09209230862016e-06	0.923889169612824	8.13676452741974e-21
"Niben261Chr05g0879014.1"	"stress response protein nst1-like"	"blue"	0.239378511937728	0.10128235713966	0.512476195639203	0.000196204011093732	0.923421248147745	9.32080456113566e-21
"Niben261Chr14g0721004.1"	"LMBR1 domain-containing protein 2 homolog A"	"blue"	0.268082768734501	0.0654378170009638	0.533980921857978	9.27786668733432e-05	0.92256964401634	1.19091192385804e-20
"Niben261Chr01g0481003.1"	"transmembrane emp24 domain-containing protein p24beta2-like"	"blue"	0.360044334672501	0.0119493948213019	0.600988756603161	6.28251076120604e-06	0.92246079657233	1.22855528548243e-20
"Niben261Chr07g1433015.1"	"Eukaryotic translation initiation factor 3 subunit M"	"blue"	0.349289325655669	0.0149600658383394	0.641135020622649	9.13772375583935e-07	0.922457814678943	1.22960232120199e-20
"Niben261Chr19g0043012.1"	"MYB transcription factor"	"blue"	0.264248689987689	0.0695360402334581	0.545032498146574	6.18817420472935e-05	0.921596134426265	1.57057955131726e-20
"Niben261Chr14g1249003.1"	"Cardiolipin synthase (Cmp-forming), mitochondrial"	"blue"	0.301025402782036	0.0376094666233116	0.538658272616267	7.82990930531974e-05	0.920791183646258	1.9690878062751e-20
"Niben261Chr03g0121002.1"	"lipid transfer-like protein VAS"	"blue"	0.351535214888169	0.0142829520189971	0.641253374711361	9.0821883259782e-07	0.920565651447562	2.09697935389258e-20
"Niben261Chr01g0014001.1"	"Cell number regulator 8"	"blue"	0.24520487680846	0.0929959381841531	0.531824718939923	0.0001002433356775	0.919729575044727	2.64366546935241e-20
"Niben261Chr09g0993009.1"	"Zinc finger protein var3, chloroplastic"	"blue"	0.272016877130369	0.0614352068287561	0.541944738281726	6.93943751350245e-05	0.919592772903822	2.74514426175843e-20
"Niben261Chr18g0110023.1"	"BTB/POZ domain-containing protein"	"blue"	0.335298755105952	0.0198235623617854	0.60109537645882	6.25258439759911e-06	0.918060131462654	4.16754345683432e-20
"Niben261Chr09g1331020.1"	"Bifunctional dihydrofolate reductase-thymidylate synthase"	"blue"	0.285347958454526	0.0493075813880429	0.565208131238571	2.84487134622895e-05	0.917845061705497	4.41611433117827e-20
"Niben261Chr19g0154009.1"	"regulatory protein NPR3-like"	"blue"	0.264603488054068	0.0691484478927441	0.503264631666089	0.0002663957493498	0.917505195969682	4.83793734516447e-20
"Niben261Chr03g0041002.1"	"Purple acid phosphatase"	"blue"	0.367256483972885	0.0102352196192427	0.676226443239532	1.32783695955016e-07	0.917473796475632	4.87878919559969e-20
"Niben261Chr06g0723001.1"	"Chr3:18344926-18348648 REVERSE LENGTH=953"	"blue"	0.361073487065419	0.0116906704946827	0.603807849891022	5.53415612257129e-06	0.917400242681698	4.97577592961735e-20
"Niben261Chr06g0149009.1"	"Ras-related protein Rab-5C"	"blue"	0.209748683628219	0.152473706514711	0.446466481310882	0.00146848876950315	0.91725559057993	5.17189645953419e-20
"Niben261Chr06g1094017.1"	"Exonuclease domain-containing protein"	"blue"	0.245423330339039	0.0926958070171188	0.523768287294203	0.000133240332587583	0.917236768946437	5.19795002065517e-20
"Niben261Chr03g0021009.1"	"DCD domain-containing protein NRP"	"blue"	0.401640162348507	0.0046619362357714	0.61718307028152	2.98108322007253e-06	0.916998634095514	5.53857548668703e-20
"Niben261Chr07g1203005.1"	"cathepsin B-like"	"blue"	0.291872718284285	0.0441235329178311	0.579381832271393	1.59754927797042e-05	0.916745723217511	5.92358107088911e-20
"Niben261Chr08g0700016.1"	"UPF0301 protein TC_0483"	"blue"	0.351727729886285	0.0142261467695981	0.64663747822099	6.86351965428524e-07	0.916711484084994	5.9776223069208e-20
"Niben261Chr08g0441002.1"	"UBA domain-containing protein"	"blue"	0.451034666367881	0.00129373722450352	0.658559821735431	3.61850066358758e-07	0.916697809195037	5.99933702854753e-20
"Niben261Chr09g1264010.1"	"Somatic embryogenesis receptor-like kinase"	"blue"	0.35939509080644	0.0121151237382637	0.645182617575227	7.4071424989154e-07	0.91659954885583	6.15759213560657e-20
"Niben261Chr15g1289015.1"	"1-aminocyclopropane-1-carboxylate oxidase"	"blue"	0.353888846434165	0.0136015774895144	0.611585843700446	3.87534444798271e-06	0.916212206681275	6.8210422348698e-20
"Niben261Chr03g1816007.1"	"AIG1-type G domain-containing protein"	"blue"	0.207755047998866	0.156499991553327	0.514217527695485	0.000185000280866853	0.915968243817751	7.27328761837892e-20
"Niben261Chr01g0614004.1"	"Protein-serine/threonine phosphatase"	"blue"	0.339442800424713	0.0182606153026277	0.641891527318016	8.78811835298437e-07	0.91581274489699	7.57629906509756e-20
"Niben261Chr17g1502011.1"	"Glucan endo-1,3-beta-glucosidase"	"blue"	0.283601188213237	0.0507762188732483	0.52283512839831	0.000137641604348581	0.915767164387614	7.66737417747491e-20
"Niben261Chr03g0851009.1"	"ALA-interacting subunit"	"blue"	0.38064151403525	0.00760912178153567	0.630694437638974	1.54893543283633e-06	0.915420087363817	8.39589692013448e-20
"Niben261Chr17g1059004.1"	"Non-specific serine/threonine protein kinase"	"blue"	0.489028602310982	0.000420277412491835	0.697330072594784	3.65240611611478e-08	0.915410136000169	8.41772757391921e-20
"Niben261Chr07g1049010.1"	"FYVE-type domain-containing protein"	"blue"	0.243641951003939	0.0951652766459236	0.48842309133496	0.000428319967194062	0.91466879625341	1.02052179466594e-19
"Niben261Chr12g0623008.1"	"Vesicle-associated protein 4-1"	"blue"	0.359232065294612	0.0121570463585553	0.625196222749067	2.02938893336187e-06	0.913703807506703	1.30782379801354e-19
"Niben261Chr09g0303005.1"	"Inorganic phosphate transporter 1"	"blue"	0.279959242853044	0.0539522356957554	0.545722320013889	6.03085292967786e-05	0.913649092994408	1.32623220131939e-19
"Niben261Chr13g0173010.1"	"Brassinosteroid insensitive 1-associated receptor kinase 1"	"blue"	0.286207825565777	0.048597390147672	0.549030319092777	5.32605261806934e-05	0.912992987528844	1.56711221113011e-19
"Niben261Chr01g0412003.1"	"Dead box ATP-dependent RNA helicase"	"blue"	0.212209643727926	0.147609394678175	0.497523236976208	0.000320941177153336	0.912587864364417	1.73607990672308e-19
"Niben261Chr04g0848005.1"	"Enoyl-CoA hydratase"	"blue"	0.4759064908691	0.000628898689905101	0.729650572668489	4.02520198889939e-09	0.912469455368968	1.78865494006751e-19
"Niben261Chr19g1035002.1"	"Chr3:3727819-3728865 FORWARD LENGTH=348"	"blue"	0.426099651331818	0.0025304656708712	0.662616393298463	2.89137770773685e-07	0.912249564937544	1.89033792322325e-19
"Niben261Chr10g0216001.1"	"Glyceraldehyde-3-phosphate dehydrogenase"	"blue"	0.201080692451411	0.170546474746396	0.455528124078326	0.00114019158470122	0.912052503059841	1.98612219888411e-19
"Niben261Chr01g0354004.1"	"Vesicle-associated protein 4-1"	"blue"	0.397831392510815	0.00510696402849125	0.640964150786857	9.2184585916735e-07	0.911514405818358	2.27178496855931e-19
"Niben261Chr15g1292009.1"	"AAA domain-containing protein"	"blue"	0.270533071453054	0.0629211777811053	0.522451609378456	0.000139488547692929	0.91151437036987	2.27180501612493e-19
"Niben261Chr13g0191006.1"	"ubiquitin-conjugating enzyme E2 variant 1D"	"blue"	0.220216548754823	0.132576272147299	0.471928421883781	0.000708406129506026	0.910872020674455	2.66412857250254e-19
"Niben261Chr16g0152002.1"	"60S ribosomal protein L18a-like protein"	"blue"	0.419401332048474	0.00300482735239236	0.652755645587597	4.95904357589931e-07	0.910183689123408	3.15584043352721e-19
"Niben261Chr16g0305002.1"	"Secretory carrier-associated membrane protein"	"blue"	0.217292424040316	0.137927402174935	0.457546734405465	0.00107667883379578	0.910045533609328	3.26443611016676e-19
"Niben261Chr04g0924005.1"	"Non-specific serine/threonine protein kinase"	"blue"	0.485212478581618	0.000473331304955376	0.698163761060803	3.46301232613678e-08	0.909778422139838	3.48456989282577e-19
"Niben261Chr11g0892005.1"	"serine/threonine-protein kinase SAPK1-like"	"blue"	0.387997955968734	0.00643162388471229	0.675711509728471	1.3685262263913e-07	0.909531550061839	3.70053690377761e-19
"Niben261Chr12g0248007.1"	"Cell number regulator 8"	"blue"	0.270739506878999	0.0627127372791181	0.528860990927706	0.000111398609126278	0.908892386325635	4.32049938926814e-19
"Niben261Chr09g1317017.1"	"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit"	"blue"	0.277871314456537	0.0558441504542023	0.516664342446543	0.00017023851505142	0.907549626445416	5.96015316634245e-19
"Niben261Chr15g0883002.1"	"Acid phosphatase 1"	"blue"	0.326840534416395	0.0233659950681384	0.589107593388746	1.05831938024325e-05	0.907445087952052	6.11006730886623e-19
