Description	pcrtB22h_vs_GFP22h_filtered	pcrtB25h_vs_GFP25h_filtered	pcrtBAA_vs_GFPAA_filtered	pcrtBBB_vs_GFPBB_filtered	pcrtBYY_vs_GFPYY_filtered	pcrtB28h_vs_GFP28h_filtered	pcrtB34h_vs_GFP34h_filtered	pcrtB37h_vs_GFP37h_filtered	pcrtBZZ_vs_GFPZZ_filtered	pcrtBCC_vs_GFPCC_filtered	pcrtB40h_vs_GFP40h_filtered	pcrtBDD_vs_GFPDD_filtered	pcrtB46h_vs_GFP46h_filtered	pcrtB56h_vs_GFP56h_filtered	pcrtBEE_vs_GFPEE_filtered	pcrtB96h_vs_GFP96h_filtered
Niben261Chr02g0822033.1	CCHC-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1036006.1	Fe2OG dioxygenase domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1074003.1	Peroxidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1333008.1	UDP-galactose transporter 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr02g1474001.1	H(+)-exporting diphosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0084005.1	DEAD-box ATP-dependent RNA helicase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669193871548643
Niben261Chr03g0141009.1	HVA22-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0210003.1	Cinnamoyl-CoA reductase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.660405188018216	NA	NA	NA
Niben261Chr03g0407001.1	AT-hook motif nuclear-localized protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0501007.1	ARM repeat superfamily protein. putative isoform 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.810797741628172
Niben261Chr03g0540002.1	Zinc finger protein var3. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g0561003.1	RNA polymerase sigma factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23410221521122
Niben261Chr03g1552005.1	Rna polymerase sigma factor sigc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr03g1919018.1	dNK domain-containing protein"	NA	0.68366769883363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01696653087934
Niben261Chr04g0303007.1	golgin subfamily A member 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.773641511457114
Niben261Chr04g0759004.1	Protein NEOXANTHIN-DEFICIENT 1"	NA	0.850679350371039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.626038070287018
Niben261Chr04g0786004.1	protein ABCI12. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g1367004.1	anthocyanidin reductase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g1643001.1	Carboxypeptidase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr04g1807009.1	GATA transcription factor"	NA	1.11706952046809	NA	NA	0.8886567477203	NA	NA	NA	NA	NA	0.611885446430054	NA	NA	-0.598747034903433	NA	1.38278051632782
Niben261Chr04g1875002.1	Purple acid phosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr05g0359001.1	maltose excess protein 1-like. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.753238335190431	NA	NA
Niben261Chr05g0975001.1	Chlorophyllase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07753365497408
Niben261Chr05g1082046.1	RNA polymerase sigma factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.787332924738091
Niben261Chr05g1157008.1	TLDc domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07562476078449
Niben261Chr06g0011009.1	pentatricopeptide repeat-containing protein At4g16390. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0032005.1	Inositol transporter 4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0154010.1	S4 RNA-binding domain-containing protein"	NA	0.62873429197933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.876537700401107
Niben261Chr06g0231008.1	RRM domain-containing protein"	NA	0.922511882778586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.30212845829304
Niben261Chr06g0470002.1	AT1G17665-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0512003.1	IENR2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.713196821628629
Niben261Chr06g0548007.1	transcription factor bHLH79"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0711010.1	Sulfotransferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g0776022.1	ATP-dependent zinc metalloprotease FtsH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1127006.1	Zinc finger C-x8-C-x5-C-x3-H type family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1140007.1	Aldehyde dehydrogenase. mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1148017.1	S5A_REDUCTASE domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr06g1325008.1	protein CHLOROPLAST IMPORT APPARATUS 2-like"	NA	0.878000695349856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.752940088506004	NA	NA
Niben261Chr07g0162002.1	Gamma-glutamylcyclotransferase family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.672362369769674	NA	NA	NA	NA	NA
Niben261Chr07g0379001.1	(S)-coclaurine N-methyltransferase-like"	NA	NA	NA	0.713001607339737	0.59201667308422	0.687325883017263	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.68019561778008
Niben261Chr07g0594019.1	pentatricopeptide repeat-containing protein At1g71460. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.81332875225134	NA	NA
Niben261Chr07g0951011.1	sodium-coupled neutral amino acid transporter 5-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr07g0978002.1	Ribosomal RNA small subunit methyltransferase D"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.612552304506224	NA	NA	0.893768751565784
Niben261Chr07g1063001.1	Zinc finger family protein. putative isoform 1"	NA	0.922764826509748	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.959587040681382	NA	NA	1.63421016488142
Niben261Chr07g1306012.1	Chr1:9976596-9979080 REVERSE LENGTH=277"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr07g1433009.1	Protein kinase domain-containing protein"	NA	0.71648556090625	NA	NA	NA	NA	NA	NA	NA	NA	0.622809865568482	NA	NA	NA	NA	NA
Niben261Chr07g1487002.1	Monodehydroascorbate reductase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr07g1490013.1	sirohydrochlorin ferrochelatase. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724294851079075
Niben261Chr08g0012013.1	IENR2 domain-containing protein"	NA	0.628975627569823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734097912874442
Niben261Chr08g0015003.1	alanine aminotransferase 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.597968510136571	1.27256210994118
Niben261Chr08g0166009.1	Transcription factor bhlh47"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr08g0242006.1	Transcription factor bhlh79"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.671954096861248	NA	NA
Niben261Chr08g0435019.1	ATP-dependent zinc metalloprotease FtsH"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr08g0444002.1	Tic22-like protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.586168015604101
Niben261Chr08g0613003.1	RNA helicase"	NA	0.607598628035188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05968295531171
Niben261Chr08g0782007.1	Adenylosuccinase"	NA	NA	NA	1.12726469730397	0.915733679277887	1.02228219908319	NA	NA	NA	NA	NA	NA	NA	-1.01018387898607	-0.807804268159579	-0.600173212669553
Niben261Chr08g1074005.1	PKS_ER domain-containing protein"	NA	NA	NA	0.858625240532924	0.77257882771716	0.991435165859523	NA	NA	NA	NA	NA	NA	-0.788093545862566	-1.30892044875351	-1.06767603776443	NA
Niben261Chr08g1085008.1	IENR2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664329633725726
Niben261Chr08g1171001.1	Chr5:715302-715983 REVERSE LENGTH=140"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.981073433930915	NA	NA
Niben261Chr08g1361003.1	HHH_2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11464046719602
Niben261Chr09g0011011.1	DNA excision repair protein ckn1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.592810071081351	NA	NA
Niben261Chr09g0073005.1	Sucrose-phosphate synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.652228672215576	NA	0.705452048565209
Niben261Chr09g0228005.1	Chr3:1141581-1142528 REVERSE LENGTH=269"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr09g0431013.1	Translocase of chloroplast. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.746639137829472
Niben261Chr09g0434003.1	WD-repeat protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.831087447566709
Niben261Chr09g0467001.1	GTP diphosphokinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr09g0612008.1	tRNA-dihydrouridine synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr09g0942011.1	DUF724 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr09g1092002.1	protein TSS-like"	NA	0.684848612005526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr09g1100005.1	PORR domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64459837052842
Niben261Chr09g1132019.1	Chr2:12543081-12543702 FORWARD LENGTH=169"	NA	0.873267706973232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04129472822929
Niben261Chr09g1145032.1	AT-hook motif nuclear-localized protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.907263832883976	NA	NA
Niben261Chr09g1303002.1	HTH myb-type domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.80568275268777	NA	NA	NA
Niben261Chr09g1355020.1	Magnesium transporter NIPA2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0004003.1	translocase of chloroplast 159. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.832315144337435
Niben261Chr10g0154014.1	GTP diphosphokinase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0271029.1	Glucan endo-1.3-beta-glucosidase btgC"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63373344660711	NA	NA	0.700750726262607
Niben261Chr10g0312008.1	protein TSS-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0372005.1	GDP-mannose-3'.5'-epimerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0372009.1	GDP-mannose-3'.5'-epimerase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0526002.1	Chr5:9304105-9304509 FORWARD LENGTH=134"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0533011.1	ENDO3c domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0747006.1	Dimer_Tnp_hAT domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0806008.1	BLOC-1-related complex subunit like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0852002.1	16S rRNA m5C967 methyltransferase"	NA	0.678825506420038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr10g0859003.1	SufE-like protein 1. chloroplastic/mitochondrial"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.664862589914721
Niben261Chr10g1023001.1	RAP domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.628013765549158	NA	0.613116787977596
Niben261Chr10g1050001.1	Peroxin-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr11g0252014.1	transcription factor ILR3-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.989663407342342	-0.842953457198988	NA
Niben261Chr11g0438003.1	Thioredoxin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr11g0595007.1	Mitogen-activated protein kinase"	NA	0.863027217901445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.669672247172651	-0.589457796694075	NA	NA
Niben261Chr11g0605014.1	lon protease 2-like"	NA	0.976802510630286	NA	NA	0.717598877988138	NA	0.954294458563346	1.03311524349913	NA	NA	0.75986193377242	0.617867144731118	NA	NA	NA	NA
Niben261Chr11g1134005.1	protein COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB3. chloroplastic-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.956242428150759
Niben261Chr11g1382013.1	ATP-dependent 6-phosphofructokinase"	0.699098899795163	NA	0.650910946080007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr12g0047007.1	DnaJ homolog subfamily C member 25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr12g0227005.1	RNA polymerase sigma factor"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.957813099455825
Niben261Chr12g0483016.1	Lipoyl(octanoyl) transferase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr12g0501005.1	Protein phosphatase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr12g0575007.1	D-amino-acid transaminase. chloroplastic"	NA	1.12640765211431	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr12g0813009.1	Glycosyltransferase"	NA	0.857319220969514	NA	NA	0.616112568012676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.10390794811082
Niben261Chr12g1177012.1	Chr4:11424781-11425590 FORWARD LENGTH=154"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08988567355315
Niben261Chr13g0073003.1	Lycopene beta cyclase. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g0263006.1	Cysteine synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g0331004.1	photosystem II D1 precursor processing protein PSB27-H2. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.851399148753359
Niben261Chr13g0384007.1	E3 ubiquitin-protein ligase miel1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g0571002.1	Chlorophyllase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29228711442452
Niben261Chr13g0927012.1	TLDc domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25841837117541	NA	NA
Niben261Chr13g1005006.1	Chr2:16309981-16312475 REVERSE LENGTH=351"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g1056008.1	6-phosphofructo-2-kinase/fructose-2. 6-bisphosphatase-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.610301663658005
Niben261Chr13g1084010.1	CAP-Gly domain-containing linker protein 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.692398376450734	NA	NA	1.2228936371896
Niben261Chr13g1096002.1	Zinc finger ccch domain-containing protein 56"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g1129009.1	Peroxin-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr13g1318001.1	IENR2 domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.591144669081616
Niben261Chr14g0098004.1	GATA transcription factor 16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.7806521195017	-1.37967686576996	NA	0.89462474745254
Niben261Chr14g0134016.1	Ras-related protein raba1f"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr14g0198005.1	DEAD-box ATP-dependent RNA helicase 53-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94925317413982
Niben261Chr14g0603013.1	R3H domain-containing protein 1-like"	0.66181107075315	NA	0.650152808400762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr14g0622002.1	Galactose-binding like domain containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.667949025927473
Niben261Chr14g0623002.1	Ribonuclease z. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.761961657898072	NA	NA	0.833280478132141
Niben261Chr14g0745001.1	Chaperone protein DNAj"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr14g0781009.1	Folylpolyglutamate synthase"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr14g1124011.1	Rhomboid family protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32358258235779
Niben261Chr14g1321008.1	Chr2:18919402-18921043 FORWARD LENGTH=268"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0037002.1	Chaperone protein DNAj"	NA	NA	NA	NA	0.600153686620612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0064008.1	PAP_fibrillin domain-containing protein"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0206012.1	Microtubule-associated protein RP/EB family member 1 like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0425004.1	Chr4:17473719-17476716 FORWARD LENGTH=610"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g0609001.1	Nad(P)h-quinone oxidoreductase subunit k. chloroplastic"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3942540302116
Niben261Chr15g0786006.1	Chr1:271002-271872 FORWARD LENGTH=224"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr15g1263009.1	protein GET1-like isoform X2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0020010.1	Zinc finger family protein. putative isoform 1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0108005.1	protein PLASTID MOVEMENT IMPAIRED 2-like"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0255003.1	Chr1:9976596-9979080 REVERSE LENGTH=277"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0351004.1	transcription factor ILR3-like"	NA	NA	NA	NA	NA	NA	0.899553085968084	NA	0.613564071218006	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0388012.1	ribosome biogenesis protein NSA2 homolog"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.734084787422203
Niben261Chr16g0436006.1	Crm-domain containing factor cfm2. chloroplastic"	NA	0.811500965327448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.949134258552195
Niben261Chr16g0550004.1	Chr1:23933541-23936336 FORWARD LENGTH=559"	NA	0.645044711840171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Niben261Chr16g0869001.1	transcription termination/antitermination protein NusG"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.953114162248501
Niben261Chr16g1225010.1	Cytochrome c oxidase assembly protein COX19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.644231656175068
Niben261Chr16g1233006.1	Transcription factor myb1r1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
